step,mean_trust_all_mean,mean_trust_all_lo,mean_trust_all_hi,mean_trust_mean,mean_trust_lo,mean_trust_hi,cumulative_churn_mean,cumulative_churn_lo,cumulative_churn_hi,mean_harm_mean,mean_harm_lo,mean_harm_hi,negative_wom_rate_mean,negative_wom_rate_lo,negative_wom_rate_hi,step_negative_wom_count_mean,step_negative_wom_count_lo,step_negative_wom_count_hi,platform_reputation_mean,platform_reputation_lo,platform_reputation_hi,step_revenue_mean,step_revenue_lo,step_revenue_hi,cumulative_revenue_mean,cumulative_revenue_lo,cumulative_revenue_hi,opportunity_cost_mean,opportunity_cost_lo,opportunity_cost_hi,active_users_mean,active_users_lo,active_users_hi,trust_skeptic_mean,trust_skeptic_lo,trust_skeptic_hi,trust_naive_mean,trust_naive_lo,trust_naive_hi,trust_activist_mean,trust_activist_lo,trust_activist_hi,churned_skeptic_mean,churned_skeptic_lo,churned_skeptic_hi,churned_naive_mean,churned_naive_lo,churned_naive_hi,churned_activist_mean,churned_activist_lo,churned_activist_hi
10,0.662561902118021,0.6607931025932747,0.6643307016427673,0.6625134025530633,0.6607395851959966,0.6642872199101301,0.0029800000000000017,0.002486366682525166,0.0034736333174748375,0.054044306130291195,0.05377659844088368,0.05431201381969871,0.0033135100796613803,0.0032192862759531653,0.0034077338833695954,80.58,77.91459507546843,83.24540492453157,52.64860472701733,52.04273694638966,53.254472507645,4231.35513738255,4203.858303074658,4258.851971690443,52012.086712311546,51653.29697089609,52370.876453727,-20361.451617700583,-20720.24135911604,-20002.661876285125,498.51,498.26318334126256,498.7568166587374,0.5396694577393617,0.5380691998941227,0.5412697155846007,0.7718765718799276,0.7708274679871673,0.772925675772688,0.5735182320362465,0.5717306191225313,0.5753058449499617,0.56,0.3991926229140824,0.7208073770859177,0.56,0.41438912239544856,0.7056108776045515,0.37,0.24649344842143686,0.49350655157856316
11,0.6311463670381927,0.628966181990978,0.6333265520854074,0.63103216197148,0.628840467235802,0.6332238567071581,0.0032600000000000016,0.0027473632053467856,0.0037726367946532176,0.05987938294406548,0.05958551962975682,0.06017324625837414,0.00663917219238094,0.0064990848767053876,0.006779259508056492,115.34,112.72173864643815,117.95826135356185,52.52202565184898,51.952197330508675,53.09185397318928,4227.405587696151,4202.36962866628,4252.441546726022,56239.49230000768,55856.80720668586,56622.177393329504,-22423.79369593564,-22806.47878925746,-22041.108602613822,498.37,498.1136816026734,498.6263183973266,0.5025160645665485,0.5003663539944845,0.5046657751386125,0.7460596996318527,0.7446319752027215,0.7474874240609839,0.5363704615004861,0.5338921910702144,0.5388487319307578,0.64,0.4739687068561162,0.8060312931438838,0.6,0.45258811911429053,0.7474118808857094,0.39,0.26265712236309213,0.5173428776369079
12,0.5929207201457332,0.5902350889406823,0.595606351350784,0.5927535571331891,0.5900561808970773,0.5954509333693009,0.0036800000000000023,0.003134889167418242,0.004225110832581763,0.06567203202203005,0.06535190052737974,0.06599216351668036,0.011226581608043575,0.01103044045016488,0.01142272276592227,142.2,139.4708888781965,144.9291111218035,52.25077657268387,51.71456033748617,52.78699280788157,4220.52871351146,4197.832984508502,4243.224442514419,60460.02101351916,60055.58693944131,60864.45508759701,-24479.25889998601,-24883.692974063855,-24074.824825908163,498.16,497.88744458370917,498.4325554162909,0.45872117837608045,0.4560669333238306,0.4613754234283303,0.7139717088314126,0.7121198644230838,0.7158235532397413,0.4907716109754847,0.4875603334898977,0.49398288846107175,0.74,0.5646480065235595,0.9153519934764405,0.63,0.4757574728820966,0.7842425271179034,0.47,0.33508159742446036,0.6049184025755396
13,0.5511964461058093,0.5481025784906148,0.5542903137210038,0.550960039862721,0.5478535631645333,0.5540665165609088,0.0042600000000000025,0.0036634045087314045,0.0048565954912686005,0.07149108138922738,0.07114965096647063,0.07183251181198413,0.016955990409558995,0.016695404400388504,0.017216576418729486,155.1,152.4748886622938,157.72511133770618,51.82833324013933,51.32302353848197,52.33364294179669,4199.593463276826,4176.877480622893,4222.309445930759,64659.614476796,64233.32066571467,65085.908287877326,-26513.788853801718,-26940.082664883048,-26087.495042720388,497.87,497.57170225436573,498.1682977456343,0.41160969109071105,0.4082940465546184,0.4149253356268037,0.6791625324316034,0.677086592687743,0.6812384721754638,0.43946609796997466,0.43573666134058414,0.44319553459936517,0.87,0.6697789867635913,1.0702210132364087,0.71,0.5468568379823067,0.8731431620176933,0.55,0.40692962810864264,0.6930703718913575
14,0.5079727887782781,0.504431410313073,0.5115141672434832,0.5076471631910541,0.5040977538811539,0.5111965725009543,0.004820000000000002,0.004172405568993445,0.0054675944310065595,0.07732396166177924,0.0769537451419091,0.07769417818164938,0.023555131285897365,0.023218864135136894,0.023891398436657836,162.19,159.3904637212278,164.9895362787722,51.2567068746297,50.779978794191116,51.73343495506828,4183.823130946678,4161.685228536928,4205.961033356429,68843.43760774269,68396.04777336423,69290.82744212114,-28532.548475287305,-28979.938309665755,-28085.158640908856,497.59,497.26620278449667,497.9137972155033,0.3632904910773582,0.3596339720136426,0.36694701014107384,0.6417740078842507,0.6393219810169487,0.6442260347515526,0.3888578315959634,0.38449244974228064,0.3932232134496461,1.0,0.7753997940222394,1.2246002059777608,0.77,0.5985983110062827,0.9414016889937173,0.64,0.48359646081144114,0.7964035391885589
15,0.4644461305054778,0.4605611541984685,0.4683311068124871,0.4642161255148599,0.46032721904356483,0.468105031986155,0.005960000000000004,0.005204266324501269,0.00671573367549874,0.08313551773889316,0.08273447781204024,0.08353655766574608,0.030816609265729374,0.030391721436089106,0.031241497095369643,167.4,164.43587941738485,170.36412058261516,50.542160328452134,50.09141951719313,50.99290113971114,4153.446426545455,4132.938116939221,4173.95473615169,72996.8840342881,72530.72918189621,73463.03888667999,-30520.93139237167,-30987.08624476356,-30054.77653997978,497.02,496.6421331622506,497.39786683774935,0.31632278281385356,0.3123986009301853,0.32024696469752184,0.6029368280542464,0.6001149797588742,0.6057586763496187,0.338643687812458,0.33371883585322876,0.3435685397716873,1.37,1.1032947573356564,1.6367052426643438,0.85,0.6686538551762838,1.031346144823716,0.76,0.59490621459365,0.92509378540635
16,0.4231549233521575,0.41898876603486074,0.42732108066945423,0.4228910452530299,0.4187171927640562,0.42706489774200357,0.006900000000000005,0.0060236827289183725,0.007776317271081638,0.08894157496068555,0.08850549894814765,0.08937765097322346,0.03861380841256304,0.03808444644718483,0.039143170377941246,164.39,161.72230820340576,167.0576917965942,49.70101294938782,49.27359353721814,50.12843236155749,4118.709158891753,4098.542664530567,4138.875653252939,77115.59319317987,76630.7427855434,77600.44360081633,-32474.57704180231,-32959.42744943878,-31989.72663416584,496.55,496.11184136445917,496.98815863554086,0.2739937291950881,0.26973888904219345,0.2782485693479827,0.5637152722666476,0.5605569494923452,0.56687359504095,0.2929720807789996,0.2879959406685819,0.2979482208894173,1.58,1.2836272180874468,1.8763727819125533,0.89,0.7075445636254534,1.0724554363745467,0.98,0.783051989632089,1.1769480103679109
17,0.3837107956223063,0.3793410307724127,0.3880805604721999,0.38336705966604057,0.3789880607518145,0.3877460585802666,0.007820000000000004,0.006900940246828868,0.00873905975317114,0.09474380091025916,0.0942792760139184,0.09520832580659992,0.04677175200530582,0.04614558354063717,0.047397920469974465,167.09,164.2264107232603,169.9535892767397,48.747274541628265,48.34055838412327,49.15399069913326,4074.0953949191426,4054.14796833967,4094.042821498615,81189.688588099,80686.85177790743,81692.52539829057,-34383.60892726037,-34886.44573745195,-33880.772117068795,496.09,495.6304701234144,496.54952987658555,0.2360311407662149,0.23177096553443816,0.24029131599799164,0.523959264062572,0.5202632261412402,0.5276553019839038,0.25110916064732997,0.2461035445741106,0.25611477672054933,1.71,1.4031861775992456,2.016813822400754,1.0,0.8090136183394272,1.1909863816605728,1.2,0.9788821786714356,1.4211178213285645
18,0.34766445564072684,0.3431161876993114,0.3522127235821423,0.34731860321177854,0.3427677198053481,0.351869486618209,0.009260000000000006,0.008318317753735751,0.01020168224626426,0.10053768812302132,0.10004262697197337,0.10103274927406926,0.05525932319656239,0.05453446596867916,0.05598418042444562,164.82,161.7845550138007,167.85544498619927,47.699589007874096,47.31148783231312,48.08769018343507,4022.955045600563,4003.3125154844547,4042.5975757166716,85212.64363369955,84692.09443609432,85733.19283130478,-36241.50046339983,-36762.04966100506,-35720.9512657946,495.37,494.8991588768679,495.8408411231321,0.202425138708411,0.1983216560593514,0.2065286213574706,0.4860781307361586,0.4818165110058639,0.49033975046645323,0.21497523277315078,0.2100358631524437,0.21991460239385785,2.07,1.752055970874486,2.3879440291255136,1.12,0.9166540252315148,1.3233459747684855,1.44,1.195037619049765,1.684962380950235
19,0.31419730225964154,0.309671260869691,0.3187233436495921,0.313802805105408,0.309275100320201,0.31833050989061495,0.010760000000000007,0.009769907483967777,0.011750092516032238,0.10633739978657503,0.1058167798442565,0.10685801972889356,0.06401707995202555,0.06319874972298707,0.06483541018106402,163.78,161.05094859681753,166.50905140318247,46.57285620042081,46.201617601450266,46.94409479939135,3972.380915491711,3953.5854792499786,3991.176351733444,89185.02454919131,88648.35948234772,89721.6896160349,-38048.81786943044,-38585.48293627402,-37512.152802586854,494.62,494.1249537419839,495.1150462580161,0.17310531173403873,0.1693119095154907,0.17689871395258677,0.44922720748229467,0.4447886796271021,0.4536657353374872,0.18295598534259594,0.17820322769029828,0.1877087429948936,2.41,2.058616198208261,2.761383801791739,1.33,1.1159171839656155,1.5440828160343847,1.64,1.3734912467562168,1.906508753243783
20,0.28413841375038307,0.2795855860019268,0.28869124149883935,0.28370516073039126,0.2791637135553345,0.28824660790544804,0.01242000000000001,0.011383172331707263,0.013456827668292756,0.1120920360213163,0.11154132980022029,0.11264274224241232,0.07293268174865522,0.07201110074933734,0.0738542627479731,162.28,159.30724130678576,165.25275869321425,45.38431688793918,45.028077294498225,45.74055648138013,3915.9176197029265,3897.57064900321,3934.264590402643,93100.94216889424,92548.79967072168,93653.0846670668,-39799.671979672254,-40351.81447784481,-39247.529481499696,493.79,493.27158616585365,494.3084138341464,0.14845210812909918,0.14494682408774806,0.1519573921704503,0.41445097647263773,0.40971824398929574,0.41918370895597973,0.1555782215206715,0.15089117579296005,0.16026526724838294,2.81,2.4192939537894835,3.2007060462105166,1.51,1.2794405609186756,1.7405594390813244,1.89,1.6157768246500854,2.1642231753499144
21,0.2568369680529578,0.25233490333001685,0.26133903277589876,0.2563285405913371,0.25182700810749875,0.2608300730751754,0.01394000000000001,0.012839046537006788,0.015040953462993232,0.11779390824979703,0.11721645203628506,0.11837136446330901,0.08189442362740973,0.08088116205511396,0.0829076851997055,162.87,160.0941328209809,165.64586717901912,44.14814124762661,43.80511462937605,44.49116786587717,3856.8473608268964,3839.350792735927,3874.343928917866,96957.78952972108,96391.05220835166,97524.5268510905,-41491.45583103807,-42058.1931524075,-40924.71850966864,493.03,492.4795232685034,493.58047673149656,0.1269118990883334,0.12361783944958024,0.13020595872708654,0.3817199055242371,0.376789584315195,0.38665022673327926,0.13214781893887545,0.12788640775831636,0.13640923011943454,3.18,2.782710036940933,3.577289963059067,1.63,1.3941821247169115,1.8658178752830883,2.16,1.8695253789837305,2.45047462101627
22,0.23245065586707447,0.22802636834941759,0.23687494338473136,0.23187937144064452,0.22745427950727118,0.23630446337401786,0.015700000000000013,0.0145374404414084,0.016862559558591627,0.12352545297500943,0.12292425243785621,0.12412665351216265,0.0911253529796474,0.09002179229248454,0.09222891366681026,161.88,159.11244533973115,164.64755466026884,42.87757618011952,42.54610413268762,43.20904822755142,3798.591614701523,3781.199719911585,3815.9835094914615,100756.38114442264,100175.30722581453,101337.45506303076,-43124.983936278484,-43706.0578548866,-42543.910017670365,492.15,491.56872022070417,492.7312797792958,0.10904665452563153,0.1060188320273471,0.11207447702391596,0.3512193869529372,0.34615295464020207,0.3562858192656723,0.11235482204834236,0.10832916162917113,0.1163804824675136,3.6,3.187735889301898,4.012264110698102,1.84,1.5881640938302013,2.091835906169799,2.41,2.107260403927232,2.7127395960727685
23,0.20983550641081586,0.2055239076876361,0.21414710513399562,0.20919820900612976,0.20488198753933717,0.21351443047292235,0.017820000000000013,0.016572778748536982,0.019067221251463044,0.12916874709190948,0.12853753608159713,0.12979995810222184,0.10041063355259912,0.09920557293490521,0.10161569417029302,164.67,161.948427308197,167.39157269180296,41.58100039719002,41.25971572956747,41.90228506481257,3734.6017642946013,3718.388761973234,3750.8147666159684,104490.98290871724,103896.83845388037,105085.12736355411,-44694.522191112,-45288.66664594887,-44100.377736275135,491.09,490.46638937426843,491.7136106257315,0.09329186506715013,0.09039725858784997,0.0961864715464503,0.3219940991875215,0.31690982926997574,0.3270783691050672,0.09511592946137515,0.09141496942122944,0.09881688950152086,4.03,3.59981358797504,4.460186412024961,2.05,1.777936207718287,2.3220637922817127,2.83,2.4887452481553325,3.1712547518446677
24,0.189431157296597,0.18519602542833039,0.19366628916486364,0.18873772668473834,0.18449710323046964,0.19297835013900705,0.020240000000000015,0.018998785460229643,0.021481214539770387,0.13481594133463115,0.1341598518603627,0.1354720308088996,0.10995838555034702,0.1086638328640301,0.11125293823666395,164.4,161.4015176902946,167.3984823097054,40.267663163348224,39.955413081748205,40.579913244948244,3665.036947920582,3647.2947553030817,3682.779140538082,108156.0198566378,107547.41838439206,108764.62132888353,-46194.495629571466,-46803.09710181719,-45585.89415732574,489.88,489.2593927301148,490.50060726988517,0.08005653177167554,0.07729166215603124,0.08282140138731985,0.2945981267079981,0.2894599520784827,0.29973630133751356,0.08049379545293112,0.07710259478361813,0.08388499612224411,4.49,4.053509498408273,4.9264905015917275,2.32,2.0401946535192867,2.599805346480713,3.31,2.9365594547882075,3.6834405452117926
25,0.17089904020878316,0.16682619362235176,0.17497188679521455,0.17007846735716448,0.16598117920163963,0.17417575551268932,0.022460000000000004,0.021165440453827695,0.023754559546172314,0.1404417561180147,0.13976224061157067,0.14112127162445876,0.11977203940112915,0.1183902069110754,0.12115387189118292,170.43,167.74702638932928,173.11297361067074,38.94537844170667,38.64115627683991,39.24960060657344,3597.7887802762325,3580.1708325912577,3615.4067279612073,111753.808636914,111131.07214052169,112376.5451333063,-47627.220900386616,-48249.95739677892,-47004.48440399431,488.77,488.1227202269138,489.41727977308614,0.06886934003613493,0.06634325173044958,0.07139542834182028,0.2687315754432123,0.2636254733602567,0.2738376775261679,0.06842418146913638,0.06522680214512737,0.0716215607931454,5.01,4.562968762079463,5.457031237920536,2.57,2.269628106602108,2.8703718933978917,3.65,3.238324586033309,4.061675413966691
26,0.1543995462777801,0.15048330782187047,0.15831578473368974,0.15348138252625543,0.14953916348237162,0.15742360157013924,0.024980000000000002,0.02355242419451574,0.026407575805484265,0.14602701998012063,0.1453170379172376,0.14673700204300366,0.1298812468254198,0.12839884447398264,0.13136364917685694,167.24,164.43929618542595,170.04070381457407,37.62164460027713,37.324762629635316,37.91852657091894,3524.6247701862862,3506.9149272696814,3542.334613102891,115278.43340710027,114641.69711430091,115915.16969989962,-48986.7821611118,-49623.51845391116,-48350.04586831244,487.51,486.79621209725786,488.2237879027421,0.0595106780256202,0.05707483910971697,0.06194651694152343,0.2454994779081662,0.2404220225052892,0.2505769333110432,0.05738019357980351,0.05451114500929325,0.06024924215031376,5.53,5.030525219694111,6.02947478030589,2.91,2.577919885533261,3.2420801144667393,4.05,3.617187679183569,4.48281232081643
27,0.1392761480209498,0.135534586042171,0.14301770999972863,0.1382415106614823,0.13447356909767716,0.14200945222528744,0.027619999999999995,0.026115970473103073,0.029124029526896918,0.15157364079971758,0.1508390055376268,0.15230827606180836,0.14031972802512332,0.1387531748524232,0.14188628119782346,173.29,170.15507731888556,176.42492268111442,36.30111960437899,36.01101920641036,36.59122000234762,3451.4678401168376,3434.2936810517976,3468.6419991818775,118729.90124721719,118080.09326771565,119379.70922671873,-50273.18649176755,-50922.994471269085,-49623.37851226601,486.19,485.4379852365515,486.94201476344847,0.05104408159685222,0.048746237375292864,0.05334192581841157,0.2235761987478165,0.2186148108590169,0.2285375866366161,0.04857340455511466,0.04604281669422515,0.051103992416004176,6.01,5.517535410286981,6.502464589713019,3.29,2.9243295980964787,3.6556704019035213,4.51,4.04343083442792,4.976569165572079
28,0.12566450878013324,0.12210597189292498,0.12922304566734152,0.12450459405181266,0.12091377835071855,0.12809540975290676,0.03047999999999998,0.028925800529682428,0.03203419947031753,0.1570479461958443,0.15628723244365186,0.15780865994803675,0.15096743363420584,0.14931518609136318,0.1526196811770485,173.68,170.68554770836658,176.67445229163343,34.98880822881773,34.70511727162046,35.272499186015004,3382.8716242788464,3365.358074437527,3400.3851741201656,122112.77287149602,121449.91035784919,122775.63538514286,-51490.994606585286,-52153.85712023211,-50828.13209293846,484.76,483.9829002648412,485.5370997351588,0.044160532474888464,0.04203170510175722,0.046289359848019705,0.20308551868734273,0.1981823224371575,0.20798871493752796,0.041209133099199845,0.038929505046975094,0.043488761151424596,6.65,6.108105567700151,7.19189443229985,3.56,3.1848747247635636,3.9351252752364365,5.03,4.539145472392556,5.520854527607445
29,0.11311612510512487,0.1098535060490712,0.11637874416117854,0.11184215947257399,0.10854194168151692,0.11514237726363107,0.03375999999999999,0.03223284055908369,0.035287159440916295,0.16252127541240172,0.1617293066493418,0.16331324417546164,0.1619316537942319,0.16019089922013507,0.16367240836832875,176.4,173.43823677959608,179.36176322040393,33.68738380883938,33.41014008604828,33.96462753163048,3312.2339885327137,3295.7021693397664,3328.765807725661,125425.00686002873,124749.69785514341,126100.31586491405,-52638.16508565693,-53313.47409054225,-51962.85608077161,483.12,482.35642027954185,483.88357972045816,0.03795457235545843,0.036119944580532685,0.03978920013038418,0.18411759567805297,0.17951275951371903,0.1887224318423869,0.03463839557419714,0.03251910470377752,0.03675768644461675,7.29,6.75031560438652,7.82968439561348,4.04,3.6421829586558183,4.437817041344181,5.55,5.039825421046775,6.060174578953225
30,0.10226625198689111,0.09917176865701512,0.10536073531676711,0.10084136896960243,0.09770422690313,0.10397851103607485,0.03681999999999997,0.0353042513062429,0.03833574869375704,0.16792275942940804,0.16709884503477354,0.16874667382404254,0.17300029124518482,0.17116897793568595,0.1748316045546837,175.53,172.49620774940044,178.56379225059956,32.40262254100227,32.131396670108096,32.67384841189645,3230.4747923155223,3213.6373643638244,3247.3122202672203,128655.48165234429,127968.00291072734,129342.96039396123,-53703.57636851135,-54391.05511012828,-53016.097626894414,481.59,480.83212565312147,482.3478743468785,0.032746149141559225,0.030997337824624095,0.03449496045849435,0.1671882997401989,0.16278126692489506,0.17159533255550272,0.0296915137125453,0.027723313416087792,0.03165971400900281,7.82,7.278818537500096,8.361181462499905,4.4,3.972033797237363,4.827966202762638,6.19,5.669792832254555,6.710207167745446
