step,mean_trust_all_mean,mean_trust_all_lo,mean_trust_all_hi,mean_trust_mean,mean_trust_lo,mean_trust_hi,cumulative_churn_mean,cumulative_churn_lo,cumulative_churn_hi,mean_harm_mean,mean_harm_lo,mean_harm_hi,negative_wom_rate_mean,negative_wom_rate_lo,negative_wom_rate_hi,step_negative_wom_count_mean,step_negative_wom_count_lo,step_negative_wom_count_hi,platform_reputation_mean,platform_reputation_lo,platform_reputation_hi,step_revenue_mean,step_revenue_lo,step_revenue_hi,cumulative_revenue_mean,cumulative_revenue_lo,cumulative_revenue_hi,opportunity_cost_mean,opportunity_cost_lo,opportunity_cost_hi,active_users_mean,active_users_lo,active_users_hi,trust_skeptic_mean,trust_skeptic_lo,trust_skeptic_hi,trust_naive_mean,trust_naive_lo,trust_naive_hi,trust_activist_mean,trust_activist_lo,trust_activist_hi,churned_skeptic_mean,churned_skeptic_lo,churned_skeptic_hi,churned_naive_mean,churned_naive_lo,churned_naive_hi,churned_activist_mean,churned_activist_lo,churned_activist_hi
18,0.7257648973732779,0.724787156923312,0.7267426378232438,0.7258059197242954,0.7248321843454747,0.7267796551031162,0.005100000000000004,0.004466263605130798,0.00573373639486921,0.013667033572581583,0.01357887991755681,0.013755187227606356,0.0,0.0,0.0,0.0,0.0,0.0,62.547740641296556,62.17635575578123,62.91912552681188,2308.2998314268584,2299.9346579641337,2316.665004889583,51321.35641501106,51083.79037961883,51558.92245040329,-2350.213244711334,-2587.779280103561,-2112.647209319107,497.45,497.1331318025654,497.7668681974346,0.6133222072323258,0.612926331618882,0.6137180828457696,0.8196353128293576,0.819380554995112,0.8198900706636033,0.6600970383030021,0.6596459631866685,0.6605481134193358,0.86,0.6610134606856967,1.0589865393143032,1.06,0.8537362128268999,1.2662637871731002,0.63,0.46600280367018343,0.7939971963298166
19,0.7251949793584676,0.7242158845712999,0.7261740741456352,0.7252410383688138,0.7242675847855038,0.7262144919521238,0.0053000000000000035,0.004628218048843983,0.005971781951156024,0.014493841964051384,0.01440256970002248,0.014585114228080289,0.0,0.0,0.0,0.0,0.0,0.0,62.59682022479378,62.2472670162131,62.94637343337446,2308.760835716162,2301.4193259621597,2316.1023454701644,53630.11725072725,53386.039604427235,53874.194897027264,-2493.9105709663972,-2737.9882172664156,-2249.832924666379,497.35,497.014109024422,497.68589097557805,0.6126051444752931,0.6122074269163754,0.6130028620342108,0.8192906800168508,0.8190361732223281,0.8195451868113734,0.6591706860952802,0.6587171354650111,0.6596242367255493,0.9,0.6905995089390531,1.109400491060947,1.09,0.8794998010989687,1.3005001989010314,0.66,0.4946713392644637,0.8253286607355363
20,0.7246313625855898,0.723649824282484,0.7256129008886956,0.7246848896513227,0.7237078562926265,0.725661923010019,0.005700000000000004,0.004994410998963396,0.0064055890010366115,0.015311445469421325,0.015215404422979488,0.015407486515863161,0.0,0.0,0.0,0.0,0.0,0.0,62.6405005618797,62.31143524987143,62.969565873887966,2306.061904452332,2298.7986311498457,2313.325177754818,55936.179155179605,55685.98801948674,56186.37029087247,-2634.908965957631,-2885.1001016504993,-2384.717830264763,497.15,496.79720549948166,497.5027945005183,0.611894704960939,0.6114957166743091,0.6122936932475689,0.8189481681923145,0.8186949187919211,0.8192014175927079,0.6582596903784166,0.6578066566132618,0.6587127241435714,0.97,0.7533944477800135,1.1866055522199865,1.16,0.9341592802281423,1.3858407197718576,0.72,0.5526650199284215,0.8873349800715784
21,0.7240643699016536,0.7230802026489672,0.7250485371543399,0.7241161259905035,0.7231353985903014,0.7250968533907055,0.005940000000000004,0.005223323085062708,0.006656676914937301,0.01613498137980352,0.016032928106610587,0.016237034652996456,0.0,0.0,0.0,0.0,0.0,0.0,62.67922244639517,62.369378849509175,62.98906604328117,2308.7979930828624,2301.659904756466,2315.936081409259,58244.97714826244,57988.48058468441,58501.473711840474,-2778.6434495793947,-3035.140013157423,-2522.1468860013665,497.03,496.6716615425313,497.38833845746865,0.6111766279683706,0.6107793550906585,0.6115739008460827,0.8186024134720956,0.8183491054594176,0.8188557214847736,0.6573551058069768,0.65689870293006,0.6578115086838935,1.01,0.7880152011756415,1.2319847988243584,1.22,0.9876216390748428,1.4523783609251573,0.74,0.5737351558992749,0.906264844100725
22,0.7234925700193843,0.7225067015075105,0.724478438531258,0.7235461255487466,0.7225641901275454,0.7245280609699479,0.006120000000000004,0.0053854297417929185,0.006854570258207089,0.016964656545861663,0.016859084788716037,0.01707022830300729,0.0,0.0,0.0,0.0,0.0,0.0,62.7133138142847,62.42147898812215,63.00514864044725,2310.7107425867953,2304.464226402169,2316.9572587714215,60555.687890849236,60293.847970470866,60817.52781122761,-2924.2906827050906,-3186.130603083463,-2662.450762326718,496.94,496.57271487089645,497.30728512910355,0.6104599533862225,0.6100628102914398,0.6108570964810052,0.8182535613443265,0.8179993036685382,0.8185078190201147,0.6564256412981821,0.6559712431950196,0.6568800394013447,1.04,0.8190226155362401,1.26097738446376,1.25,1.0113686330489444,1.4886313669510556,0.77,0.589769974137986,0.950230025862014
23,0.7229206988771303,0.7219318456919374,0.7239095520623232,0.7229713717754369,0.7219850486566304,0.7239576948942434,0.006320000000000004,0.005592009572712515,0.007047990427287494,0.017794785923456388,0.017684070057988898,0.01790550178892388,0.0,0.0,0.0,0.0,0.0,0.0,62.743036027183194,62.46807490300961,63.01799715135678,2311.4786200913277,2305.341930720219,2317.6153094624365,62867.16651094055,62600.302705838745,63134.03031604236,-3070.705793335319,-3337.5695984371255,-2803.8419882335124,496.84,496.4760047863562,497.20399521364374,0.6097472299684484,0.6093502431314853,0.6101442168054115,0.8179004529006153,0.8176461473174641,0.8181547584837665,0.6554991640736031,0.6550427314310551,0.6559555967161511,1.07,0.8449596633238539,1.2950403366761463,1.3,1.064437316669686,1.535562683330314,0.79,0.6109797302825823,0.9690202697174177
24,0.7223608343044684,0.7213709513210116,0.7233507172879252,0.7224157707543745,0.7214249079706536,0.7234066335380953,0.006540000000000005,0.005809593627429975,0.007270406372570035,0.01860760952907146,0.018493877219244847,0.018721341838898075,0.0,0.0,0.0,0.0,0.0,0.0,62.76868041922308,62.50951033369044,63.02785050475572,2308.6789664367943,2302.8544161018913,2314.5035167716974,65175.84547737732,64904.081519958934,65447.609434795704,-3214.321250311012,-3486.0852077293994,-2942.557292892625,496.73,496.364796813715,497.09520318628506,0.609045495432337,0.6086523605655437,0.6094386302991303,0.8175556226292768,0.8173010851676606,0.817810160090893,0.654599097374752,0.654138913610452,0.655059281139052,1.13,0.9025584333007127,1.3574415666992872,1.34,1.099998505055161,1.580001494944839,0.8,0.6216203118869383,0.9783796881130618
25,0.7217950068733364,0.7208050758595443,0.7227849378871285,0.7218648705897815,0.7208760491423059,0.7228536920372572,0.006960000000000005,0.00619711172535164,0.007722888274648371,0.019427309642501257,0.019309972394597166,0.01954464689040535,0.0,0.0,0.0,0.0,0.0,0.0,62.790307120050905,62.54591367464118,63.03470056546063,2307.5955590955414,2301.1337508093593,2314.0573673817235,67483.44103647291,67206.33728627175,67760.54478667407,-3356.853299945458,-3633.9570501466224,-3079.7495497442933,496.52,496.1385558626758,496.9014441373242,0.6083387451436764,0.6079450357615463,0.6087324545258064,0.8172124038242743,0.8169583276625362,0.8174664799860124,0.6536807063562909,0.653218861485399,0.6541425512271829,1.21,0.9764307374587992,1.4435692625412007,1.4,1.1571376080696283,1.6428623919303715,0.87,0.6838390790610218,1.0561609209389782
26,0.7212306037034463,0.7202395222705421,0.7222216851363504,0.7212998862564278,0.7203080667111998,0.7222917058016558,0.007260000000000005,0.006472730252740849,0.00804726974725916,0.0202474070538413,0.020126480279127387,0.020368333828555216,0.0,0.0,0.0,0.0,0.0,0.0,62.80825977484687,62.57768925582178,63.03883029387195,2311.8670639414768,2305.8073399524574,2317.926787930496,69795.3081004144,69513.40785296386,70077.20834786494,-3503.6568544258425,-3785.5571018763785,-3221.7566069753066,496.37,495.9763651263704,496.7636348736296,0.6076199516257204,0.6072300750274545,0.6080098282239862,0.8168684140271969,0.8166149387007734,0.8171218893536204,0.6527822622874369,0.6523162016875441,0.6532483228873296,1.26,1.0177455248977418,1.5022544751022582,1.47,1.2248238612958042,1.7151761387041957,0.9,0.7162623741540259,1.083737625845974
27,0.7206629189132152,0.7196689748961284,0.7216568629303021,0.7207345457628045,0.7197411826033987,0.7217279089222103,0.007500000000000004,0.006727216600968825,0.008272783399031184,0.02107142294941298,0.02094489036323662,0.021197955535589345,3.503409728159321e-08,-3.363273339032945e-08,1.0370092795351586e-07,0.0,0.0,0.0,62.82279496509281,62.605177545744716,63.040412384440906,2310.293186897476,2304.5744369767613,2316.011936818191,72105.60128731183,71819.4449692971,72391.75760532657,-3648.8865318622265,-3935.0428498769647,-3362.7302138474884,496.25,495.86360830048443,496.63639169951557,0.6069089410909629,0.6065182341561162,0.6072996480258097,0.8165166179960631,0.8162636039379794,0.8167696320541469,0.6518567850336688,0.6513946025449161,0.6523189675224216,1.32,1.0741521337629034,1.5658478662370967,1.51,1.2679458312565954,1.7520541687434046,0.92,0.7358826197857202,1.1041173802142799
28,0.7201008560468231,0.7191060333715057,0.7210956787221404,0.7201715309671652,0.7191768671116978,0.7211661948226327,0.0077200000000000055,0.006943919595959706,0.008496080404040304,0.0218895336277115,0.02176096750191638,0.02201809975350662,6.353343254523528e-08,-6.099209524342571e-08,1.8805896033389625e-07,0.0,0.0,0.0,62.83415520012006,62.62866072798577,63.03964967225435,2305.580360308632,2299.7431392552703,2311.4175813619936,74411.18164762044,74120.4666028743,74701.89669236659,-3789.403382709767,-4080.118427455909,-3498.6883379636247,496.14,495.75195979797985,496.5280402020201,0.6062135689241077,0.6058228891207639,0.6066042487274516,0.8161742759214387,0.8159214136227879,0.8164271382200894,0.6509297118758326,0.6504664800341703,0.6513929437174949,1.36,1.1131440398724288,1.6068559601275714,1.56,1.3118896824052462,1.808110317594754,0.94,0.7514263469456492,1.1285736530543506
29,0.7195316846983701,0.718535165245193,0.7205282041515473,0.7196052127387159,0.7186070166948403,0.7206034087825915,0.008100000000000007,0.0072766491720666245,0.008923350827933389,0.022712970955376485,0.022579535022324577,0.022846406888428393,9.221425791637666e-08,-8.852568759972139e-08,2.729542034324747e-07,0.01,-0.009599999999999985,0.029599999999999987,62.842374506885584,62.64823711240264,63.03651190136853,2308.131355305202,2303.396216979552,2312.866493630852,76719.31300292566,76425.29676140494,77013.32924444637,-3932.4712285538785,-4226.487470074598,-3638.45498703316,495.95,495.5383245860333,496.3616754139667,0.6054925850624069,0.6051018145087158,0.605883355616098,0.8158301999734787,0.8155776799084213,0.8160827200385361,0.6500021677683873,0.6495383647027392,0.6504659708340353,1.43,1.1804316421247971,1.6795683578752028,1.64,1.380873560756237,1.8991264392437628,0.98,0.7772273164054851,1.1827726835945147
30,0.7189674758272012,0.717968423917235,0.7199665277371674,0.7190560478545243,0.7180562199101852,0.7200558757988633,0.008400000000000005,0.007558699995857786,0.009241300004142222,0.02352927447052201,0.023390377676216264,0.023668171264827755,1.3947792727094154e-07,-1.001086010438898e-07,3.7906445558577286e-07,0.02,-0.007578237650712746,0.04757823765071274,62.84772486914505,62.66418370932569,63.0312660289644,2307.514088874674,2302.382640949297,2312.645536800051,79026.82709180034,78729.40204265938,79324.2521409413,-4074.921807967461,-4372.346857108427,-3777.496758826495,495.8,495.3793499979289,496.2206500020711,0.6047922817089121,0.6044053728363127,0.6051791905815115,0.8154827270062738,0.8152284902436,0.8157369637689476,0.6490939435162721,0.6486264442853944,0.6495614427471499,1.53,1.280120866389085,1.779879133610915,1.68,1.42334120122252,1.93665879877748,0.99,0.7824702323895572,1.1975297676104428
31,0.7184065028270075,0.7174069120039414,0.7194060936500736,0.7185052511144545,0.7175054516996922,0.7195050505292169,0.008720000000000006,0.00788143497653083,0.009558565023469181,0.024339719341034755,0.024199184056189454,0.024480254625880056,4.009854444142951e-07,8.453480876732434e-09,7.935174079518578e-07,0.02,-0.007578237650712749,0.04757823765071275,62.85037410808601,62.67670317565246,63.02404504051955,2303.8730453656817,2298.8055306364813,2308.940560094882,81330.70013716606,81029.60828626606,81631.79198806606,-4213.731343872049,-4514.823194772061,-3912.639492972038,495.64,495.2207174882654,496.0592825117346,0.604079461839561,0.6036923367646219,0.6044665869145001,0.8151378797918584,0.8148836581203869,0.8153921014633299,0.648195515050778,0.6477293860898915,0.6486616440116645,1.59,1.3422418285602846,1.8377581714397155,1.72,1.4630390007189513,1.9769609992810486,1.05,0.8389842746058096,1.2610157253941905
