scenario,seed,cumulative_churn,mean_trust_all,mean_trust,mean_harm,platform_reputation,reputation,cumulative_revenue,cumulative_costs,net_value,opportunity_cost,cumulative_projected_revenue,tipping_points_triggered_count,active_users,cumulative_negative_wom_count,cumulative_positive_wom_count,trust_collapse_step,social_contagion_step,churn_cascade_step,extractive_divergence_step,trust_collapse_triggered,social_contagion_triggered,churn_cascade_triggered,extractive_divergence_triggered,churned_skeptic,churned_naive,churned_activist,trust_skeptic,trust_naive,trust_activist,n_skeptic,churned_skeptic_total,n_naive,churned_naive_total,n_activist,churned_activist_total
low_intensity,59,0.152,0.4327930681014032,0.4443426098482221,0.11043156632465928,2.0,0.591368462149443,454510.8389551421,22375.079999999984,432135.75895514217,191772.22796276567,646283.0669179078,2.0,424.0,20630.0,110.0,187.0,-1.0,-1.0,308.0,1.0,0.0,0.0,1.0,22.0,27.0,27.0,0.27398873391935,0.5589218952543413,0.3333437020001098,126,22,263,27,111,27
low_intensity,60,0.188,0.4029811274323721,0.4189133780734149,0.11522568559964107,2.0,0.5717102121258822,391601.7016012526,22964.259999999987,368637.4416012526,173404.4619921712,565006.1635934238,2.0,406.0,21749.0,96.0,181.0,-1.0,-1.0,277.0,1.0,0.0,0.0,1.0,37.0,30.0,27.0,0.296299139786858,0.5276670647695967,0.3057975897609034,154,37,242,30,104,27
low_intensity,61,0.152,0.3942320584724012,0.40600212385980805,0.1138607861052249,2.0,0.5631426048575028,397869.77909751766,23422.000000000004,374447.77909751766,166941.12805729307,564810.9071548107,2.0,424.0,22396.0,100.0,184.0,-1.0,-1.0,309.0,1.0,0.0,0.0,1.0,41.0,20.0,15.0,0.28306012934109026,0.500380747250545,0.3244738042937701,162,41,245,20,93,15
low_intensity,62,0.164,0.38245297891969543,0.3921750972523891,0.11622084422626118,2.0,0.5520607713488423,412050.45518715034,24086.079999999998,387964.3751871503,179763.16868379567,591813.623870946,2.0,418.0,23692.0,90.0,179.0,-1.0,-1.0,307.0,1.0,0.0,0.0,1.0,27.0,25.0,30.0,0.2984223624997949,0.49109251393942227,0.2695162960191383,145,27,241,25,114,30
low_intensity,63,0.214,0.4085540820326212,0.42510028420237755,0.11434118630021801,2.0,0.576628822468902,382030.3666929828,22460.99999999999,359569.3666929828,178488.97296930006,560519.3396622828,2.0,393.0,20944.0,94.0,180.0,-1.0,-1.0,257.0,1.0,0.0,0.0,1.0,35.0,38.0,34.0,0.34368629996029576,0.4975364754067215,0.33792468005834886,136,35,249,38,115,34
low_intensity,64,0.176,0.40500422287710347,0.4054747470418601,0.11266376827065544,2.0,0.5632692331407902,426824.0317735011,22397.50000000001,404426.5317735011,198027.65884429752,624851.6906177986,2.0,412.0,20903.0,113.0,190.0,-1.0,-1.0,283.0,1.0,0.0,0.0,1.0,34.0,28.0,26.0,0.29131854939129237,0.4890471322221979,0.327601011869588,142,34,251,28,107,26
low_intensity,65,0.164,0.4724281132772798,0.47793783496396874,0.10748438826155951,2.0,0.6167311740330448,400341.6960706209,21271.260000000024,379070.4360706209,168264.0334387978,568605.7295094187,2.0,418.0,18567.0,107.0,201.0,-1.0,-1.0,301.0,1.0,0.0,0.0,1.0,27.0,28.0,27.0,0.3501462909764492,0.5742381371770066,0.34032513185059654,144,27,269,28,87,27
low_intensity,66,0.152,0.445793714683349,0.46264476531129645,0.10892317643255643,2.0,0.6053967086378569,468405.3724601976,22346.219999999998,446059.1524601976,188380.01612040348,656785.3885806011,2.0,424.0,20327.0,75.0,191.0,-1.0,-1.0,310.0,1.0,0.0,0.0,1.0,28.0,26.0,22.0,0.32818056666032464,0.5543624710509023,0.3510127616934747,137,28,271,26,92,22
low_intensity,67,0.182,0.4211055098907495,0.43394884520954996,0.11199908189206166,2.0,0.5837766134840681,405862.54371318355,22279.42000000002,383583.1237131835,178669.90955520264,584532.4532683862,2.0,409.0,20469.0,82.0,190.0,-1.0,-1.0,277.0,1.0,0.0,0.0,1.0,43.0,24.0,24.0,0.29017362690445586,0.5407938029768946,0.34384822590335185,160,43,243,24,97,24
low_intensity,68,0.158,0.44136722803590306,0.4498275346047329,0.10837844741207926,2.0,0.5962275234843757,459818.89419658296,22009.379999999976,437809.51419658295,193150.70483803877,652969.5990346217,2.0,421.0,19787.0,81.0,194.0,-1.0,-1.0,306.0,1.0,0.0,0.0,1.0,35.0,24.0,20.0,0.31172329298042606,0.5452835783842088,0.33665093384377603,149,35,266,24,85,20
low_intensity,69,0.202,0.4490167759214153,0.4584835720671381,0.10939381963507652,2.0,0.602246874776222,397686.8472265978,21364.24000000001,376322.6072265978,175224.73427511303,572911.5815017108,2.0,399.0,18834.0,85.0,192.0,-1.0,-1.0,251.0,1.0,0.0,0.0,1.0,40.0,32.0,29.0,0.30987521069156654,0.5533486420533311,0.3639151226682908,141,40,260,32,99,29
low_intensity,70,0.172,0.3766587364601603,0.38019479059777306,0.1171582967382724,2.0,0.5437970318237213,403287.195561971,22788.68000000002,380498.515561971,175088.63448775286,578375.8300497239,2.0,414.0,21474.0,101.0,185.0,-1.0,-1.0,281.0,1.0,0.0,0.0,1.0,37.0,32.0,17.0,0.27510046068982763,0.46969545325621637,0.31872058394181346,170,37,239,32,91,17
low_intensity,71,0.188,0.3871347169327578,0.39347864852987985,0.11818510339420439,2.0,0.5527015745058802,405215.8608281424,23483.119999999995,381732.7408281424,186768.4796721054,591984.3405002478,2.0,406.0,22872.0,107.0,178.0,-1.0,-1.0,280.0,1.0,0.0,0.0,1.0,34.0,27.0,33.0,0.3062736779393617,0.4876909874614151,0.2955633871508214,158,34,227,27,115,33
low_intensity,72,0.182,0.41294172900176346,0.4283145930998049,0.11309958940743248,2.0,0.5797396886494894,422234.48138139636,22744.139999999996,399490.34138139634,183476.6037167076,605711.085098104,2.0,409.0,21277.0,100.0,184.0,-1.0,-1.0,272.0,1.0,0.0,0.0,1.0,36.0,26.0,29.0,0.3219163454791364,0.5100839979204346,0.3544257453694056,155,36,245,26,100,29
low_intensity,73,0.182,0.39024518083316795,0.398996255280125,0.11676428033090165,2.0,0.5565456927410088,424406.40438727435,22902.500000000004,401503.90438727435,198032.32925260608,622438.7336398804,2.0,409.0,21811.0,102.0,181.0,-1.0,-1.0,264.0,1.0,0.0,0.0,1.0,35.0,25.0,31.0,0.25699676733384186,0.5267174282563529,0.28843844758374854,158,35,231,25,111,31
low_intensity,74,0.208,0.371265973014877,0.3830387496166249,0.12008641650636402,2.0,0.5441069879333329,390801.5252418178,23012.300000000007,367789.2252418178,188742.852208863,579544.3774506808,2.0,396.0,22095.0,95.0,174.0,-1.0,-1.0,246.0,1.0,0.0,0.0,1.0,43.0,29.0,32.0,0.2999364926333996,0.4774103380866531,0.2824487655923194,158,43,223,29,119,32
low_intensity,75,0.186,0.4527127387585791,0.46489824122172335,0.10875948091334697,2.0,0.6065346438872817,457280.7496380208,21847.919999999987,435432.82963802083,198294.7644525626,655575.5140905834,2.0,407.0,19534.0,106.0,188.0,-1.0,-1.0,285.0,1.0,0.0,0.0,1.0,34.0,36.0,23.0,0.29626128245059785,0.5665541465131033,0.35008053961274516,123,34,274,36,103,23
low_intensity,76,0.18,0.4046769890747912,0.40833502492703155,0.11435601798342941,2.0,0.5648535068271345,409792.72596835275,22426.37999999999,387366.34596835275,191404.53896426072,601197.2649326135,2.0,410.0,20919.0,98.0,186.0,-1.0,-1.0,272.0,1.0,0.0,0.0,1.0,25.0,40.0,25.0,0.29642754828899276,0.4892081604199481,0.34074814572632195,130,25,258,40,112,25
low_intensity,77,0.16,0.4126132981478648,0.43221265491953026,0.11222740003636619,2.0,0.5824194545765444,431371.3150360617,22767.999999999978,408603.3150360617,184408.55692895653,615779.8719650182,2.0,420.0,21264.0,88.0,189.0,-1.0,-1.0,300.0,1.0,0.0,0.0,1.0,30.0,23.0,27.0,0.28722448657536115,0.5397231717671802,0.3435528373283013,156,30,249,23,95,27
low_intensity,78,0.17,0.4031467913370635,0.4116461805464544,0.11306172471601199,2.0,0.5677057977219677,441000.8913602309,22711.56000000003,418289.33136023086,190824.8302926849,631825.7216529158,2.0,415.0,21188.0,92.0,189.0,-1.0,-1.0,295.0,1.0,0.0,0.0,1.0,39.0,31.0,15.0,0.30666232714126374,0.49756436938691917,0.3199575770395698,156,39,254,31,90,15
low_intensity,79,0.15,0.3992393145591657,0.40806758816970345,0.11339426927766308,2.0,0.5645282896740288,456222.7779195352,23093.900000000027,433128.87791953515,191032.74247321836,647255.5203927535,1.0,425.0,21801.0,99.0,185.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,34.0,30.0,11.0,0.28679832773209624,0.510607014032888,0.28755354007496486,145,34,260,30,95,11
low_intensity,80,0.144,0.42160773065221213,0.43199794418275034,0.10966992883736391,2.0,0.5832266122176688,431729.63494788535,22334.560000000005,409395.07494788535,175586.93774982047,607316.5726977058,1.0,428.0,20420.0,91.0,193.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,31.0,21.0,20.0,0.29903770806479885,0.5286549753901173,0.3251078080706943,150,31,261,21,89,20
low_intensity,81,0.172,0.4683539509162767,0.4888638993617921,0.1059018961703304,2.0,0.6247692739689592,405250.5525995299,21076.72000000001,384173.8325995299,166843.4645673994,572094.0171669293,2.0,414.0,18052.0,104.0,208.0,-1.0,-1.0,282.0,1.0,0.0,0.0,1.0,32.0,27.0,27.0,0.3155129477113801,0.601819783505963,0.33741151128192365,139,32,273,27,88,27
low_intensity,82,0.162,0.39734612561828436,0.4019715615134017,0.11327196558744443,2.0,0.5605398916581237,434642.72929899616,22678.639999999985,411964.08929899614,189742.4857076432,624385.2150066394,2.0,419.0,21202.0,92.0,190.0,-1.0,-1.0,291.0,1.0,0.0,0.0,1.0,34.0,25.0,22.0,0.3138680126302837,0.4920413190269647,0.2736957726653878,149,34,250,25,101,22
low_intensity,83,0.154,0.39248090164067434,0.39650466563662573,0.11351707855907582,2.0,0.5563282741560953,389798.3867048382,22913.960000000025,366884.4267048382,170806.8245877821,560605.2112926203,2.0,423.0,21704.0,102.0,183.0,-1.0,-1.0,309.0,1.0,0.0,0.0,1.0,24.0,24.0,29.0,0.27334914931035953,0.5027651286167537,0.2831492054406136,151,24,248,24,101,29
low_intensity,84,0.198,0.39568140788189804,0.40923300397887913,0.11498390055008811,2.0,0.564749167175798,422468.76941572974,22427.26000000002,400041.5094157297,188848.97942716192,611317.7488428917,2.0,401.0,20777.0,95.0,185.0,-1.0,-1.0,272.0,1.0,0.0,0.0,1.0,36.0,38.0,25.0,0.2930020303327697,0.5171063692702116,0.28670632554425685,155,36,248,38,97,25
low_intensity,85,0.168,0.41701490198275415,0.44383179097264214,0.11302831227790142,2.0,0.5899892388735427,448366.4501891776,23179.579999999987,425186.87018917757,193604.87032467843,641971.320513856,2.0,416.0,21959.0,88.0,181.0,-1.0,-1.0,290.0,1.0,0.0,0.0,1.0,40.0,20.0,24.0,0.3293324043093783,0.5547003795026126,0.27495336819141186,159,40,248,20,93,24
low_intensity,86,0.156,0.386016445008717,0.3983674294440547,0.11360545793281909,2.0,0.5580152921352426,398334.1454618163,23277.51999999999,375056.6254618163,163224.92405346705,561559.0695152833,2.0,422.0,22116.0,101.0,180.0,-1.0,-1.0,301.0,1.0,0.0,0.0,1.0,33.0,18.0,27.0,0.29499909776643646,0.4888701680964418,0.29500480473699664,152,33,243,18,105,27
low_intensity,87,0.172,0.42366025625494513,0.4292539458083298,0.1102421295151108,2.0,0.580807200461447,393371.37278169784,22024.300000000014,371347.07278169785,175537.55512267462,568908.9279043725,2.0,414.0,20011.0,98.0,194.0,-1.0,-1.0,284.0,1.0,0.0,0.0,1.0,38.0,31.0,17.0,0.277376158467366,0.522597689834241,0.35391998714306105,144,38,264,31,92,17
low_intensity,88,0.184,0.4494259969929126,0.4586140193098997,0.1101866543654295,2.0,0.6016810269566019,401699.7673600346,21618.880000000005,380080.88736003457,186559.42336117354,588259.1907212081,2.0,408.0,19368.0,96.0,192.0,-1.0,-1.0,266.0,1.0,0.0,0.0,1.0,34.0,36.0,22.0,0.28228135979832414,0.5619513635614328,0.3776054404664374,134,34,267,36,99,22
low_intensity,89,0.164,0.43983191595672033,0.46277000258673445,0.10881985389740481,2.0,0.6053246983136594,449630.25529264926,21991.680000000008,427638.5752926493,184993.8526481972,634624.1079408465,2.0,418.0,19700.0,90.0,192.0,-1.0,-1.0,292.0,1.0,0.0,0.0,1.0,38.0,18.0,26.0,0.31979819825733014,0.5602009484829783,0.35274043976820285,147,38,257,18,96,26
low_intensity,90,0.186,0.4036890284245669,0.42462133305909544,0.11635661898400555,2.0,0.5752617944960605,422359.3050265952,23110.12000000001,399249.1850265952,188371.8003635492,610731.1053901444,2.0,407.0,21932.0,102.0,181.0,-1.0,-1.0,271.0,1.0,0.0,0.0,1.0,29.0,35.0,29.0,0.2988654174368162,0.5374491415111561,0.3152301992952442,160,29,245,35,95,29
low_intensity,91,0.166,0.38374294632911904,0.39967056558269093,0.11666653937897338,2.0,0.5576705008697368,443691.54368341237,23643.619999999977,420047.9236834124,193812.21589151316,637503.7595749255,2.0,417.0,22859.0,95.0,181.0,-1.0,-1.0,299.0,1.0,0.0,0.0,1.0,28.0,36.0,19.0,0.26955562140221945,0.4878008521863704,0.35992419775375956,146,28,249,36,105,19
low_intensity,92,0.186,0.43892398445131925,0.44965195762750615,0.11194807036703644,2.0,0.5948846699317104,394465.8928509294,21861.03999999998,372604.8528509294,176349.29785759002,570815.1907085194,2.0,407.0,19798.0,69.0,190.0,-1.0,-1.0,254.0,1.0,0.0,0.0,1.0,40.0,33.0,20.0,0.3170678594044145,0.5437319481981071,0.36142677077850344,147,40,256,33,97,20
low_intensity,93,0.182,0.4138464335128214,0.42606791209689476,0.11276188593400578,2.0,0.5779419367974182,397125.4711116416,22589.859999999997,374535.6111116416,170744.87482786865,567870.3459395103,2.0,409.0,21039.0,87.0,186.0,-1.0,-1.0,283.0,1.0,0.0,0.0,1.0,32.0,28.0,31.0,0.2962622036515688,0.5305777430824564,0.31796806392400595,150,32,248,28,102,31
low_intensity,94,0.172,0.4386442730110249,0.45602490460351397,0.11081733818477574,2.0,0.6000394147014486,452941.1343682813,22231.45999999997,430709.6743682813,193364.33492156136,646305.4692898426,2.0,414.0,20277.0,81.0,189.0,-1.0,-1.0,291.0,1.0,0.0,0.0,1.0,45.0,22.0,19.0,0.3212839348752037,0.5524541272993186,0.3603404433596284,167,45,253,22,80,19
low_intensity,95,0.196,0.4197224886536618,0.44017904641754435,0.11340664054587711,2.0,0.5874876334085419,455250.75218298804,22330.900000000005,432919.852182988,194682.85226018814,649933.6044431762,2.0,402.0,20541.0,90.0,184.0,-1.0,-1.0,261.0,1.0,0.0,0.0,1.0,45.0,31.0,22.0,0.29707602766787855,0.5559253897060391,0.3294071009548713,160,45,244,31,96,22
low_intensity,96,0.208,0.4261848872594313,0.43232407265697387,0.11313068352425278,2.0,0.5818151068273084,381248.7196544148,21849.939999999962,359398.77965441486,181841.61278677802,563090.3324411928,2.0,396.0,19949.0,98.0,184.0,-1.0,-1.0,252.0,1.0,0.0,0.0,1.0,49.0,30.0,25.0,0.33055352687353173,0.5376957948867951,0.2740941736387514,155,49,245,30,100,25
low_intensity,97,0.168,0.4368386836786115,0.45079890040323944,0.1113507604715639,2.0,0.5953784969734212,428195.75341783825,22598.55999999998,405597.19341783825,181768.35433092387,609964.1077487621,2.0,416.0,20892.0,82.0,189.0,-1.0,-1.0,288.0,1.0,0.0,0.0,1.0,34.0,25.0,25.0,0.280402932639471,0.5670934800073553,0.33105805938137434,141,34,259,25,100,25
low_intensity,98,0.164,0.3979268985099809,0.4146295070955622,0.11365969706662586,2.0,0.5692893574615763,454076.0446536724,23168.939999999984,430907.1046536724,194798.6211512494,648874.6658049218,2.0,418.0,22019.0,94.0,183.0,-1.0,-1.0,292.0,1.0,0.0,0.0,1.0,29.0,25.0,28.0,0.30302843161650683,0.5165755470864066,0.30141790096359017,155,29,244,25,101,28
low_intensity,99,0.152,0.4390536086092443,0.46222667968194553,0.10949218537587299,2.0,0.6047144581270419,458827.73106706847,22297.239999999958,436530.49106706853,191178.80395630858,650006.535023377,2.0,424.0,20250.0,90.0,189.0,-1.0,-1.0,311.0,1.0,0.0,0.0,1.0,26.0,25.0,25.0,0.32860981502045633,0.5561656482839097,0.346013444936511,129,26,268,25,103,25
medium_intensity,0,0.514,0.21085214885886877,0.33412544206458183,0.30009084723970497,2.0,0.4481502857543408,255782.8659746479,21206.14,234576.7259746479,368600.69556799927,624383.5615426472,4.0,243.0,25308.0,22.0,52.0,149.0,220.0,142.0,1.0,1.0,1.0,1.0,104.0,70.0,83.0,0.18470673996265835,0.3808788403170444,0.0887339454362144,150,104,259,70,91,83
medium_intensity,1,0.5,0.21888089237530373,0.3311231845575518,0.30492432728893293,2.0,0.4449158898364426,260765.87749935046,21000.140000000003,239765.73749935045,373465.55851713836,634231.4360164888,4.0,250.0,24912.0,25.0,52.0,154.0,220.0,144.0,1.0,1.0,1.0,1.0,95.0,74.0,81.0,0.14539723929813253,0.39250994672701006,0.09426118569407929,139,95,265,74,96,81
medium_intensity,2,0.514,0.21397407143667,0.3312248341958461,0.2998303610237448,2.0,0.44661826774922986,263665.504803351,20660.619999999988,243004.88480335101,389193.53210475575,652859.0369081068,4.0,243.0,24381.0,23.0,52.0,148.0,218.0,127.0,1.0,1.0,1.0,1.0,107.0,61.0,89.0,0.18552260548125102,0.3737945500787909,0.15937775577510951,146,107,251,61,103,89
medium_intensity,3,0.532,0.22336040795249004,0.356287733755831,0.29165091733274406,2.0,0.46813384522044604,258533.43980494223,19956.17999999999,238577.25980494224,372721.0806468183,631254.5204517605,4.0,234.0,23038.0,19.0,52.0,155.0,207.0,128.0,1.0,1.0,1.0,1.0,131.0,68.0,67.0,0.21000766992151745,0.39659361135147564,0.123740337168791,164,131,257,68,79,67
medium_intensity,4,0.526,0.23196142313673415,0.3772281793260568,0.30446300971302115,2.0,0.4792614371561585,239798.6271023044,21336.61999999998,218462.00710230443,360009.0308013803,599807.6579036847,4.0,237.0,25658.0,19.0,50.0,142.0,218.0,139.0,1.0,1.0,1.0,1.0,102.0,62.0,99.0,0.20702989519073856,0.4366907288548422,0.10961133607097509,142,102,244,62,114,99
medium_intensity,5,0.498,0.21163560786753044,0.32229889736951267,0.3012722708822242,2.0,0.43843747229659635,233281.8215342958,20526.32000000003,212755.50153429576,340790.52816889435,574072.3497031901,4.0,251.0,24166.0,22.0,52.0,150.0,209.0,129.0,1.0,1.0,1.0,1.0,100.0,68.0,81.0,0.14951646966848203,0.3744143567276896,0.144244634030144,151,100,261,68,88,81
medium_intensity,6,0.576,0.21374315015016,0.35148663850764666,0.30321083461443543,2.0,0.4603828001552618,246444.3467046734,20868.22,225576.1267046734,395785.8298326024,642230.1765372758,4.0,212.0,25046.0,25.0,48.0,134.0,199.0,123.0,1.0,1.0,1.0,1.0,110.0,63.0,115.0,0.173693708823646,0.40867321712322685,0.10331551981338584,146,110,227,63,127,115
medium_intensity,7,0.512,0.20288186055092225,0.311968171575402,0.2982777631085583,2.0,0.4327013936945662,241180.48965206472,20480.5,220699.98965206472,359098.28711834457,600278.7767704093,4.0,244.0,24157.0,21.0,50.0,148.0,204.0,127.0,1.0,1.0,1.0,1.0,106.0,65.0,85.0,0.13316832137796575,0.3580643164410942,0.1448649740616846,138,106,258,65,104,85
medium_intensity,8,0.53,0.23670387532548262,0.35745283978247944,0.2928152821347433,2.0,0.4681775385794825,253611.45620414446,19532.300000000007,234079.15620414444,374695.16315272957,628306.619356874,4.0,235.0,22413.0,30.0,53.0,158.0,195.0,120.0,1.0,1.0,1.0,1.0,107.0,76.0,82.0,0.16261851992358195,0.4093373161669137,0.11669017170008579,141,107,264,76,95,82
medium_intensity,9,0.57,0.19545576386397046,0.3189136752721008,0.3141427815177313,2.0,0.4314530103405235,240644.76273851297,20746.779999999984,219897.98273851298,366395.86154636554,607040.6242848785,4.0,215.0,24716.0,28.0,50.0,141.0,192.0,130.0,1.0,1.0,1.0,1.0,126.0,84.0,75.0,0.14737228820897186,0.3797894203889675,0.17536575008850058,170,126,241,84,89,75
medium_intensity,10,0.584,0.20194074807463186,0.3456703464266827,0.3201743445424127,2.0,0.45086767435453834,242745.2306681429,20844.49999999999,221900.7306681429,383257.98587516125,626003.2165433042,4.0,208.0,25080.0,25.0,49.0,134.0,193.0,118.0,1.0,1.0,1.0,1.0,126.0,76.0,90.0,0.14120284311440234,0.4233047590772995,0.13823985957339574,160,126,227,76,113,90
medium_intensity,11,0.544,0.20960548542218685,0.3401145502761153,0.30499359462220255,2.0,0.45148223811221894,245760.24708782093,20109.37999999999,225650.86708782095,362102.32079340715,607862.567881228,4.0,228.0,23456.0,24.0,53.0,148.0,200.0,124.0,1.0,1.0,1.0,1.0,112.0,81.0,79.0,0.14337926719274466,0.4013019736528371,0.11644167749435677,144,112,257,81,99,79
medium_intensity,12,0.52,0.20118104779100132,0.3040401699660965,0.3117932291831124,2.0,0.4213387379220891,252012.89155659828,21022.89999999999,230989.99155659828,369061.614868506,621074.5064251042,4.0,240.0,25017.0,24.0,51.0,145.0,231.0,124.0,1.0,1.0,1.0,1.0,116.0,67.0,77.0,0.15937278673120642,0.35756870932868884,0.16296133891262582,171,116,242,67,87,77
medium_intensity,13,0.542,0.21650417444243952,0.3493907892244135,0.30479971740823125,2.0,0.457942274703634,249726.9920810763,20307.320000000014,229419.6720810763,371800.0321934311,621527.0242745074,4.0,229.0,23856.0,28.0,51.0,151.0,197.0,124.0,1.0,1.0,1.0,1.0,114.0,74.0,83.0,0.1355124016569631,0.416216967667947,0.09625921104596219,148,114,251,74,101,83
medium_intensity,14,0.538,0.2139862929946206,0.3341984644621343,0.30483894339062023,2.0,0.4472966650695295,235246.82549480244,20604.86000000001,214641.96549480243,356150.27438573004,591397.0998805325,4.0,231.0,24338.0,16.0,52.0,147.0,211.0,129.0,1.0,1.0,1.0,1.0,110.0,74.0,85.0,0.17134359169595526,0.3884285018318561,0.11770669269148192,149,110,251,74,100,85
medium_intensity,15,0.538,0.220619564035135,0.33745891590137983,0.3064492525691404,2.0,0.448666800255706,252889.90424474285,19898.879999999976,232991.02424474288,383949.1825579499,636839.0868026927,4.0,231.0,23107.0,26.0,51.0,147.0,207.0,119.0,1.0,1.0,1.0,1.0,122.0,69.0,78.0,0.14666159218138802,0.39452754897625497,0.17878826242578214,163,122,245,69,92,78
medium_intensity,16,0.538,0.22214371458009538,0.34097373835581374,0.29802799177012307,2.0,0.45495005118516113,258478.43246250466,20827.419999999987,237651.01246250467,383671.79867815686,642150.2311406615,4.0,231.0,24627.0,26.0,51.0,147.0,217.0,133.0,1.0,1.0,1.0,1.0,124.0,70.0,75.0,0.17787498786552414,0.38577297239880787,0.15276986652346775,148,124,254,70,98,75
medium_intensity,17,0.526,0.1983862039143979,0.3133723919540976,0.3124359535579507,2.0,0.4283604415319136,244989.41903785703,21124.860000000004,223864.55903785702,359310.77532508416,604300.1943629412,4.0,237.0,25273.0,28.0,51.0,145.0,210.0,139.0,1.0,1.0,1.0,1.0,103.0,75.0,85.0,0.1496207325127437,0.3735006516712642,0.13015533434746998,146,103,250,75,104,85
medium_intensity,18,0.528,0.2173513699058626,0.33190145944284016,0.29506620126830163,2.0,0.4480579114789953,252829.35891799929,20458.500000000015,232370.85891799926,372977.3028051085,625806.6617231078,4.0,236.0,24036.0,36.0,52.0,148.0,215.0,128.0,1.0,1.0,1.0,1.0,121.0,67.0,76.0,0.1532860890401993,0.38259403507900774,0.09267288118737081,158,121,254,67,88,76
medium_intensity,19,0.52,0.23073877872764575,0.3475263666545646,0.30040085233115416,2.0,0.4587164342616098,264713.4508964302,20268.439999999988,244445.01089643018,387401.96471896337,652115.4156153935,4.0,240.0,23585.0,27.0,52.0,158.0,217.0,126.0,1.0,1.0,1.0,1.0,98.0,80.0,82.0,0.16472733643536505,0.4033431515230897,0.13468178621719532,135,98,266,80,99,82
medium_intensity,20,0.542,0.19755410513205454,0.31997387003096545,0.3111481117976363,2.0,0.4343810392596573,259904.63213880567,21802.14,238102.49213880568,391718.7560098551,651623.3881486608,4.0,229.0,26489.0,25.0,49.0,141.0,222.0,132.0,1.0,1.0,1.0,1.0,126.0,69.0,76.0,0.14894471400732484,0.3796295578379974,0.13670855897987674,161,126,240,69,99,76
medium_intensity,21,0.56,0.18900422476509227,0.31100616548492344,0.32180996657277555,2.0,0.4226182720556786,252174.3691415597,22172.24000000001,230002.12914155968,384395.7971419055,636570.1662834652,4.0,220.0,27276.0,25.0,49.0,135.0,210.0,131.0,1.0,1.0,1.0,1.0,132.0,61.0,87.0,0.16274860773829844,0.38024472223198513,0.0936574942247392,177,132,217,61,106,87
medium_intensity,22,0.524,0.21637710402800658,0.3319419749188011,0.31044570942856053,2.0,0.4431476644078818,252689.29023311601,21238.440000000002,231450.850233116,378535.3718128097,631224.6620459257,4.0,238.0,25550.0,26.0,51.0,141.0,214.0,132.0,1.0,1.0,1.0,1.0,113.0,63.0,86.0,0.1511479245786308,0.39558072468160355,0.13151278813982775,162,113,240,63,98,86
medium_intensity,23,0.516,0.21672177419484281,0.33043300805170994,0.2948451847782978,2.0,0.44803885587355996,246958.16039876273,20712.44000000001,226245.72039876273,372494.27327438066,619452.4336731434,4.0,242.0,24526.0,21.0,50.0,148.0,216.0,129.0,1.0,1.0,1.0,1.0,106.0,63.0,89.0,0.1522794386364732,0.3775200732282038,0.12156789588339693,135,106,257,63,108,89
medium_intensity,24,0.57,0.20752906530526996,0.35443135784966495,0.3022982489461787,2.0,0.46305577960302263,239303.32811682255,20362.920000000006,218940.40811682254,371674.4619105173,610977.7900273398,4.0,215.0,24093.0,19.0,50.0,140.0,194.0,118.0,1.0,1.0,1.0,1.0,134.0,65.0,86.0,0.18216095462497028,0.4093311417097294,0.11494951834890524,173,134,231,65,96,86
medium_intensity,25,0.556,0.20319298705257785,0.32706669116471654,0.3178642204748896,2.0,0.4367180612642565,227307.57229644372,21251.600000000006,206055.9722964437,349314.1500144397,576621.7223108835,4.0,222.0,25697.0,22.0,49.0,134.0,202.0,135.0,1.0,1.0,1.0,1.0,100.0,83.0,95.0,0.1647408892512997,0.39517746007883736,0.12087124148143233,143,100,243,83,114,95
medium_intensity,26,0.518,0.21415495285000047,0.3252882551544394,0.30945949675694145,2.0,0.43842785549826435,252170.654248486,21088.839999999986,231081.814248486,387076.5658743731,639247.2201228591,4.0,241.0,25309.0,28.0,49.0,147.0,215.0,130.0,1.0,1.0,1.0,1.0,99.0,65.0,95.0,0.1767412803148733,0.37577169196672894,0.15831893317129458,135,99,247,65,118,95
medium_intensity,27,0.53,0.2079512244977053,0.3142163634668482,0.3034512989277903,2.0,0.4318916092810148,244201.36771252227,20550.260000000002,223651.10771252227,354068.9125122754,598270.2802247977,4.0,235.0,24114.0,14.0,53.0,151.0,215.0,134.0,1.0,1.0,1.0,1.0,102.0,86.0,77.0,0.17416588179680184,0.36147968494636973,0.1166929264781363,143,102,266,86,91,77
medium_intensity,28,0.594,0.19404330599420763,0.33640600189259273,0.3119123509033434,2.0,0.44617874446074246,236352.5667935037,21407.459999999995,214945.1067935037,374001.60013840883,610354.1669319125,4.0,203.0,26046.0,35.0,49.0,132.0,192.0,117.0,1.0,1.0,1.0,1.0,138.0,69.0,90.0,0.16190169289326103,0.39695967248017655,0.138483372097352,176,138,221,69,103,90
medium_intensity,29,0.54,0.212880489323721,0.34005114508540735,0.30650400689461493,2.0,0.450538734338386,242099.08821062994,20054.320000000007,222044.76821062993,363407.33727069566,605506.4254813256,4.0,230.0,23435.0,38.0,51.0,144.0,197.0,129.0,1.0,1.0,1.0,1.0,124.0,73.0,73.0,0.15405853113568463,0.3972136772930378,0.18339014220173272,164,124,247,73,89,73
