scenario,seed,cumulative_churn,mean_trust_all,mean_trust,mean_harm,platform_reputation,reputation,cumulative_revenue,cumulative_costs,net_value,opportunity_cost,cumulative_projected_revenue,tipping_points_triggered_count,active_users,cumulative_negative_wom_count,cumulative_positive_wom_count,trust_collapse_step,social_contagion_step,churn_cascade_step,extractive_divergence_step,trust_collapse_triggered,social_contagion_triggered,churn_cascade_triggered,extractive_divergence_triggered,churned_skeptic,churned_naive,churned_activist,trust_skeptic,trust_naive,trust_activist,n_skeptic,churned_skeptic_total,n_naive,churned_naive_total,n_activist,churned_activist_total
hard_cancel_only,60,0.38,0.17008599020207724,0.19988105927159389,0.17621125253944903,2.0,0.38700232782064947,288893.13637249416,21759.279999999984,267133.8563724942,276113.0272209296,565006.1635934238,3.0,310.0,25453.0,106.0,95.0,-1.0,295.0,185.0,1.0,0.0,1.0,1.0,85.0,48.0,57.0,0.16085835208141375,0.22271185894945772,0.16293194562514393,154,85,242,48,104,57
hard_cancel_only,61,0.386,0.17650694015959337,0.20012043925401754,0.17485913815638673,2.0,0.3870316177154668,291264.05368345533,21408.900000000005,269855.1536834553,273546.8534713554,564810.9071548107,3.0,307.0,24749.0,84.0,98.0,-1.0,299.0,187.0,1.0,0.0,1.0,1.0,78.0,55.0,60.0,0.12903696717316457,0.24379502931827954,0.1296004253928621,162,78,245,55,93,60
hard_cancel_only,62,0.39,0.14578009183144097,0.15895067518618575,0.18195081172611285,2.0,0.3535592227078884,298201.5041615213,22369.760000000006,275831.7441615213,293612.1197094247,591813.623870946,3.0,305.0,26581.0,86.0,94.0,-1.0,300.0,192.0,1.0,0.0,1.0,1.0,69.0,60.0,66.0,0.1355864728887997,0.1752289888042911,0.13456118788877477,145,69,241,60,114,66
hard_cancel_only,63,0.392,0.1657084146353831,0.1856038953765898,0.17434271718147593,2.0,0.3770868780358723,282818.37847072055,21366.62000000002,261451.75847072052,277700.9611915623,560519.3396622828,3.0,304.0,24786.0,89.0,95.0,-1.0,294.0,177.0,1.0,0.0,1.0,1.0,70.0,56.0,70.0,0.13255248183350973,0.21667915957078449,0.13013427991800552,136,70,249,56,115,70
hard_cancel_only,64,0.372,0.18279226370607662,0.21379896805907106,0.17329401224568752,2.0,0.39796699589623274,314934.87883296184,21215.38,293719.49883296184,309916.81178483675,624851.6906177986,3.0,314.0,24494.0,91.0,95.0,-1.0,304.0,189.0,1.0,0.0,1.0,1.0,70.0,51.0,65.0,0.13114603350471668,0.2556432725869663,0.15623112001941555,142,70,251,51,107,65
hard_cancel_only,65,0.344,0.17890423560863145,0.19342033284526244,0.16951780331354196,2.0,0.38622115345557906,294147.2729283177,20877.300000000007,273269.97292831773,274458.456581101,568605.7295094187,2.0,328.0,23699.0,91.0,99.0,-1.0,-1.0,192.0,1.0,0.0,0.0,1.0,65.0,58.0,49.0,0.13758690399548032,0.21566240326835606,0.18599307021000014,144,65,269,58,87,49
hard_cancel_only,66,0.348,0.1898754044593022,0.2105520028498511,0.17829931725535583,2.0,0.39324052195974113,339537.1790763483,20391.920000000013,319145.2590763483,317248.20950425277,656785.3885806011,2.0,326.0,22849.0,85.0,98.0,-1.0,-1.0,187.0,1.0,0.0,0.0,1.0,61.0,72.0,41.0,0.18640903462520178,0.23569186882237025,0.148434988272244,137,61,271,72,92,41
hard_cancel_only,67,0.362,0.15503652143280586,0.186861085054346,0.17803193755869162,2.0,0.37550874296376635,305552.88998136646,21502.079999999998,284050.80998136644,278979.56328701973,584532.4532683862,3.0,319.0,24953.0,92.0,98.0,-1.0,304.0,193.0,1.0,0.0,1.0,1.0,78.0,50.0,53.0,0.12926805567795555,0.2203049729944463,0.14749649497308834,160,78,243,50,97,53
hard_cancel_only,68,0.366,0.20490676690394055,0.2447227336146215,0.1625105924260804,2.0,0.427474039709528,339323.76160128013,19857.600000000013,319466.1616012801,313645.8374333416,652969.5990346217,3.0,317.0,21744.0,100.0,99.0,-1.0,301.0,185.0,1.0,0.0,1.0,1.0,87.0,48.0,48.0,0.18224928442798374,0.2653926485043792,0.2276230688471718,149,87,266,48,85,48
hard_cancel_only,69,0.358,0.19043441819730625,0.20556405928274513,0.1735467601056134,2.0,0.3919444000925813,290902.4483300176,20414.58,270487.8683300176,282009.1331716932,572911.5815017108,3.0,321.0,23098.0,112.0,97.0,-1.0,307.0,167.0,1.0,0.0,1.0,1.0,70.0,58.0,51.0,0.14368175133971028,0.2429855301526657,0.13961628320423516,141,70,260,58,99,51
hard_cancel_only,70,0.348,0.15814347021565206,0.17661916954324147,0.1775792903314248,2.0,0.36933816568499056,292725.47168584395,21489.780000000006,271235.6916858439,285650.3583638799,578375.8300497239,2.0,326.0,25095.0,96.0,95.0,-1.0,-1.0,185.0,1.0,0.0,0.0,1.0,84.0,39.0,51.0,0.13788786546914908,0.1991733677071264,0.14712048248311543,170,84,239,39,91,51
hard_cancel_only,71,0.378,0.1450626702847883,0.16159561542154002,0.1884139500808605,2.0,0.3515197765440051,296148.3820638494,22417.079999999998,273731.3020638494,295835.95843639836,591984.3405002478,3.0,311.0,26916.0,72.0,93.0,-1.0,294.0,184.0,1.0,0.0,1.0,1.0,71.0,54.0,64.0,0.13563441761181813,0.18674574342065844,0.12056918533523256,158,71,227,54,115,64
hard_cancel_only,72,0.412,0.16774667777824487,0.1878537180563518,0.17590818539881622,2.0,0.37825340849578626,302985.09064767597,21278.360000000008,281706.730647676,302725.994450428,605711.085098104,3.0,294.0,24692.0,98.0,96.0,-1.0,283.0,174.0,1.0,0.0,1.0,1.0,95.0,62.0,49.0,0.14705551643890286,0.2072405371708578,0.16628713372482878,155,95,245,62,100,49
hard_cancel_only,73,0.402,0.19053952075667158,0.21898974008635066,0.18036915102727882,2.0,0.39698150631008566,308735.46565488057,21275.38,287460.08565488056,313703.26798499987,622438.7336398804,3.0,299.0,24794.0,98.0,94.0,-1.0,283.0,174.0,1.0,0.0,1.0,1.0,85.0,50.0,66.0,0.12263787091699395,0.27223495272413234,0.16112980590689652,158,85,231,50,111,66
hard_cancel_only,74,0.434,0.18564215716592614,0.23609121208993597,0.17905477283847934,2.0,0.41076867501979525,281598.59083379747,21147.1,260451.49083379746,297945.78661688336,579544.3774506808,3.0,283.0,24559.0,91.0,91.0,-1.0,268.0,171.0,1.0,0.0,1.0,1.0,97.0,48.0,72.0,0.1453767502069371,0.2842629027749317,0.17446432496203548,158,97,223,48,119,72
hard_cancel_only,75,0.344,0.20445642830875663,0.22871298804822957,0.17076595594823804,2.0,0.4099940664791973,336695.8002479233,20430.600000000006,316265.20024792326,318879.71384266013,655575.5140905834,2.0,328.0,22964.0,100.0,99.0,-1.0,-1.0,190.0,1.0,0.0,0.0,1.0,55.0,61.0,56.0,0.16029388169392325,0.2713505670130547,0.1344724542734439,123,55,274,61,103,56
hard_cancel_only,76,0.38,0.1762030736343118,0.19603716200998253,0.16831603311311652,2.0,0.38863096210474085,308758.82387286273,20831.319999999992,287927.5038728627,292438.44105975074,601197.2649326135,3.0,310.0,23653.0,77.0,98.0,-1.0,295.0,191.0,1.0,0.0,1.0,1.0,63.0,54.0,73.0,0.12771057396108726,0.22115555404874407,0.18203022414763964,130,63,258,54,112,73
hard_cancel_only,77,0.34,0.1789873496101587,0.18996341143529605,0.17943605665887669,2.0,0.37729281305008583,311501.3816165765,21209.799999999977,290291.5816165765,304278.4903484417,615779.8719650182,2.0,330.0,24588.0,85.0,97.0,-1.0,-1.0,189.0,1.0,0.0,0.0,1.0,66.0,50.0,54.0,0.13248033808913354,0.22456444332982767,0.14820417373146247,156,66,249,50,95,54
hard_cancel_only,78,0.328,0.1700870731374534,0.1775444816189142,0.17658587173650622,2.0,0.36991706222550536,321350.75302547804,20976.08,300374.673025478,310474.9686274378,631825.7216529158,2.0,336.0,24182.0,94.0,96.0,-1.0,-1.0,181.0,1.0,0.0,0.0,1.0,72.0,47.0,45.0,0.1388952059769685,0.20577298672013788,0.1198386726849173,156,72,254,47,90,45
hard_cancel_only,79,0.348,0.1755407772974242,0.19057729840785154,0.1765430464192271,2.0,0.3797245354509903,331085.5014903981,20521.180000000008,310564.3214903981,316170.01890235546,647255.5203927535,2.0,326.0,23189.0,100.0,97.0,-1.0,-1.0,173.0,1.0,0.0,0.0,1.0,61.0,60.0,53.0,0.133588400048983,0.22265880724835196,0.15178600540892,145,61,260,60,95,53
hard_cancel_only,80,0.326,0.18455683483854163,0.20271988717444833,0.17348071097884812,2.0,0.39039239223433075,309865.0940052062,20861.780000000006,289003.31400520616,297451.47869249963,607316.5726977058,2.0,337.0,23895.0,91.0,97.0,-1.0,-1.0,185.0,1.0,0.0,0.0,1.0,63.0,51.0,49.0,0.16413385426059204,0.22872051789569,0.15014119747556703,150,63,261,51,89,49
hard_cancel_only,81,0.348,0.17651273318824606,0.19586274173162452,0.17485161062157095,2.0,0.3844227194552814,295618.59442450985,20771.420000000013,274847.17442450987,276475.42274241947,572094.0171669293,2.0,326.0,23560.0,99.0,98.0,-1.0,-1.0,181.0,1.0,0.0,0.0,1.0,62.0,68.0,44.0,0.15699855887348865,0.22259711920378042,0.13931716669263605,139,62,273,68,88,44
hard_cancel_only,82,0.36,0.1699360460929849,0.1765047962704226,0.18141197285482508,2.0,0.3660491705468403,310544.3043956511,20709.12,289835.1843956511,313840.91061098827,624385.2150066394,3.0,320.0,23808.0,89.0,95.0,-1.0,307.0,167.0,1.0,0.0,1.0,1.0,75.0,60.0,45.0,0.13053145927027435,0.20859918178075879,0.1283636121819778,149,75,250,60,101,45
hard_cancel_only,83,0.39,0.17011700475203884,0.1795543369379247,0.18133012978829238,2.0,0.36805320586950474,282321.12459564273,21540.280000000006,260780.84459564273,278284.08669697755,560605.2112926203,3.0,305.0,25172.0,103.0,95.0,-1.0,297.0,178.0,1.0,0.0,1.0,1.0,75.0,66.0,54.0,0.13496648642236342,0.21754545853766288,0.10453928391729303,151,75,248,66,101,54
hard_cancel_only,84,0.384,0.1656435522118609,0.18094900545958692,0.17756944080125636,2.0,0.371812344628201,307197.2952581908,20893.499999999978,286303.7952581908,304120.4535847009,611317.7488428917,3.0,308.0,23979.0,98.0,96.0,-1.0,292.0,162.0,1.0,0.0,1.0,1.0,78.0,60.0,54.0,0.1349588792360348,0.21607948045401285,0.10970971290752746,155,78,248,60,97,54
hard_cancel_only,85,0.366,0.19538660347586265,0.2181312130993624,0.17508993540267864,2.0,0.40012995903932524,325613.82009755494,20705.800000000007,304908.02009755495,316357.5004163011,641971.320513856,3.0,317.0,23636.0,84.0,98.0,-1.0,305.0,175.0,1.0,0.0,1.0,1.0,65.0,56.0,62.0,0.14283621553813813,0.26637802241696473,0.14762612864050517,159,65,248,56,93,62
hard_cancel_only,86,0.376,0.15039311606539832,0.16328251776676106,0.17937227569964057,2.0,0.3585734688796301,285218.5643025201,21544.02000000002,263674.5443025201,276340.5052127632,561559.0695152833,3.0,312.0,25078.0,81.0,96.0,-1.0,306.0,186.0,1.0,0.0,1.0,1.0,74.0,56.0,58.0,0.12953944374039422,0.18538343536821025,0.131348223779221,152,74,243,56,105,58
hard_cancel_only,87,0.378,0.17085014135272156,0.19165535450696378,0.17425863922570148,2.0,0.3811104075180374,289500.3737306633,20943.98000000001,268556.39373066335,279408.5541737091,568908.9279043725,3.0,311.0,23941.0,85.0,96.0,-1.0,304.0,180.0,1.0,0.0,1.0,1.0,62.0,72.0,55.0,0.132085999472618,0.2265706661881064,0.14249176721066567,144,62,264,72,92,55
hard_cancel_only,88,0.354,0.19829889816269008,0.21617840797703436,0.1703531988524737,2.0,0.4018885794997532,297599.38901791227,19708.33999999999,277891.0490179123,290659.80170329585,588259.1907212081,3.0,323.0,21814.0,94.0,98.0,-1.0,309.0,168.0,1.0,0.0,1.0,1.0,60.0,61.0,56.0,0.15547220989828334,0.24143892118986518,0.1996340576510909,134,60,267,61,99,56
hard_cancel_only,89,0.38,0.17784472135595084,0.19503317798211986,0.17716914116736604,2.0,0.3822918407635889,320624.46177473385,20907.24000000001,299717.22177473386,313999.6461661126,634624.1079408465,3.0,310.0,23897.0,89.0,97.0,-1.0,298.0,187.0,1.0,0.0,1.0,1.0,74.0,68.0,48.0,0.1666938290672245,0.22298342743519114,0.12807849723538844,147,74,257,68,96,48
hard_cancel_only,90,0.4,0.17166142301942255,0.217343488067529,0.1754151475188154,2.0,0.39938372975329384,304905.45152451104,20997.67999999998,283907.77152451104,305825.65386563336,610731.1053901444,3.0,300.0,24116.0,83.0,94.0,-1.0,283.0,176.0,1.0,0.0,1.0,1.0,84.0,58.0,58.0,0.14180972798210578,0.2598548187092247,0.15763935121604408,160,84,245,58,95,58
hard_cancel_only,91,0.36,0.1670255418415911,0.18320774537159198,0.17645239024972012,2.0,0.37368370803960166,319711.62965858483,21281.49999999999,298430.12965858483,317792.1299163407,637503.7595749255,3.0,320.0,24743.0,72.0,95.0,-1.0,310.0,173.0,1.0,0.0,1.0,1.0,71.0,52.0,57.0,0.10109198229162782,0.22805514741244975,0.1274524126413489,146,71,249,52,105,57
hard_cancel_only,92,0.34,0.17311596510182012,0.18087323126790808,0.18116197523109093,2.0,0.36933152479740716,291126.05758665904,21980.700000000008,269145.357586659,279689.1331218604,570815.1907085194,2.0,330.0,25885.0,82.0,96.0,-1.0,-1.0,202.0,1.0,0.0,0.0,1.0,66.0,59.0,45.0,0.12594487723800815,0.22128314780672947,0.11334329123471723,147,66,256,59,97,45
hard_cancel_only,93,0.354,0.16314703134672934,0.1860188043546068,0.18075688933848832,2.0,0.3739377622985586,289341.82712388487,21301.220000000012,268040.60712388484,278528.5188156254,567870.3459395103,3.0,323.0,24682.0,65.0,96.0,-1.0,310.0,179.0,1.0,0.0,1.0,1.0,59.0,56.0,62.0,0.13653477353598525,0.21355037441907654,0.16644343815751617,150,59,248,56,102,62
hard_cancel_only,94,0.38,0.19182360867245205,0.2175225381908993,0.17331066280873667,2.0,0.4018382399661238,327808.84841906157,19900.18000000001,307908.6684190616,318496.6208707811,646305.4692898426,3.0,310.0,22108.0,105.0,98.0,-1.0,289.0,174.0,1.0,0.0,1.0,1.0,80.0,58.0,52.0,0.18529768552699627,0.24322950403497226,0.1386191039825189,167,80,253,58,80,52
hard_cancel_only,95,0.368,0.1649347747679547,0.17996489937612148,0.17543798050157494,2.0,0.37226020713293256,328944.74918467354,21095.54,307849.20918467356,320988.85525850265,649933.6044431762,3.0,316.0,24360.0,97.0,95.0,-1.0,307.0,170.0,1.0,0.0,1.0,1.0,77.0,49.0,58.0,0.13247392362789115,0.20787415916531277,0.140476618539564,160,77,244,49,96,58
hard_cancel_only,96,0.36,0.1721095317810746,0.1886900951839207,0.17791469941368793,2.0,0.37733603588131415,284514.8511297748,21254.140000000007,263260.7111297748,278575.481311418,563090.3324411928,3.0,320.0,24683.0,118.0,94.0,-1.0,305.0,183.0,1.0,0.0,1.0,1.0,67.0,50.0,63.0,0.13107552580168527,0.2232370612381277,0.14364749315868683,155,67,245,50,100,63
hard_cancel_only,97,0.376,0.18676349762200606,0.20378429049215954,0.17989702009850547,2.0,0.38655530502572866,308255.8963265892,20567.160000000007,287688.7363265892,301708.2114221729,609964.1077487621,3.0,312.0,23356.0,84.0,97.0,-1.0,302.0,179.0,1.0,0.0,1.0,1.0,58.0,73.0,57.0,0.12761581124568244,0.2518411313975648,0.1429333920980252,141,58,259,73,100,57
hard_cancel_only,98,0.412,0.18953792895655822,0.22573072633721322,0.17102729272078682,2.0,0.4085171807273966,322617.64925934194,20235.379999999997,302382.26925934193,326257.0165455798,648874.6658049218,3.0,294.0,22766.0,79.0,95.0,-1.0,279.0,174.0,1.0,0.0,1.0,1.0,82.0,57.0,67.0,0.18231563696680864,0.2570352551098109,0.14677056879497147,155,82,244,57,101,67
hard_cancel_only,99,0.32,0.17172103458818422,0.17998750371857536,0.17543811007734217,2.0,0.372230141426266,336219.28235522803,20834.519999999986,315384.7623552281,313787.252668149,650006.535023377,2.0,340.0,23825.0,92.0,100.0,-1.0,-1.0,191.0,1.0,0.0,0.0,1.0,55.0,54.0,51.0,0.09898681739395271,0.21701085006772816,0.14289240120517877,129,55,268,54,103,51
drip_pricing_only,0,0.402,0.15058647391454758,0.17786585835587695,0.21397490286240586,2.0,0.3540836201732113,290177.4438924554,22074.08000000001,268103.3638924554,334206.11765019177,624383.5615426472,4.0,299.0,26320.0,94.0,80.0,269.0,288.0,167.0,1.0,1.0,1.0,1.0,72.0,73.0,56.0,0.11946548413160357,0.20771689442615382,0.14937832922507197,150,72,259,73,91,56
drip_pricing_only,1,0.444,0.20694470670512682,0.258223676396609,0.203251983930205,2.0,0.4199306198232112,289750.0942174219,19685.119999999995,270064.9742174219,344481.3417990669,634231.4360164888,3.0,278.0,22045.0,73.0,80.0,-1.0,243.0,145.0,1.0,0.0,1.0,1.0,85.0,76.0,61.0,0.20700947825115673,0.29035804810607796,0.1637142605898886,139,85,265,76,96,61
drip_pricing_only,2,0.454,0.1828933950686412,0.22892925123344451,0.20634000977905492,2.0,0.3952157206417925,298757.4444764415,20525.799999999985,278231.6444764415,354101.5924316653,652859.0369081068,3.0,273.0,23583.0,87.0,80.0,-1.0,255.0,146.0,1.0,0.0,1.0,1.0,81.0,74.0,72.0,0.1330465593479783,0.2821490318038438,0.12610582580101318,146,81,251,74,103,72
drip_pricing_only,3,0.428,0.18735957747064183,0.23199003286090708,0.20213890509174295,2.0,0.39944018301565265,297890.72750295687,20415.18000000001,277475.5475029569,333363.79294880363,631254.5204517605,3.0,286.0,23198.0,96.0,81.0,-1.0,270.0,155.0,1.0,0.0,1.0,1.0,88.0,69.0,57.0,0.15963674024090824,0.2736778136383526,0.12569673526818645,164,88,257,69,79,57
drip_pricing_only,4,0.442,0.17485315721918396,0.22551181120331631,0.20480493251927517,2.0,0.39457758615597494,278471.6295562872,21761.440000000017,256710.1895562872,321336.02834739746,599807.6579036847,3.0,279.0,25803.0,96.0,80.0,-1.0,265.0,171.0,1.0,0.0,1.0,1.0,85.0,58.0,78.0,0.1393214415171673,0.26089856795925753,0.17914831996735592,142,85,244,58,114,78
drip_pricing_only,5,0.402,0.20778193066812306,0.24920260973841848,0.2064117183903486,2.0,0.40969122090715104,267697.5582615797,20843.500000000004,246854.05826157972,306374.79144161043,574072.3497031901,3.0,299.0,24122.0,95.0,82.0,-1.0,281.0,167.0,1.0,0.0,1.0,1.0,83.0,64.0,54.0,0.14005768901639715,0.3085463237532025,0.12364799056738875,151,83,261,64,88,54
drip_pricing_only,6,0.458,0.16003065438464575,0.20880576236141468,0.22064059733065172,2.0,0.3738985440096776,285193.47472919663,21655.219999999965,263538.25472919666,357036.70180807915,642230.1765372758,4.0,271.0,25869.0,88.0,76.0,265.0,248.0,148.0,1.0,1.0,1.0,1.0,80.0,63.0,86.0,0.18418854175755156,0.2404883904874584,0.12170297082931215,146,80,227,63,127,86
drip_pricing_only,7,0.414,0.19344270072666195,0.23996735751860335,0.19722258664689488,2.0,0.40855187066790344,281924.53412936727,20980.49999999999,260944.03412936727,318354.24264104204,600278.7767704093,3.0,293.0,24249.0,90.0,81.0,-1.0,264.0,172.0,1.0,0.0,1.0,1.0,85.0,55.0,67.0,0.13188593972015214,0.28168729471701437,0.16589081406023792,138,85,258,55,104,67
drip_pricing_only,8,0.392,0.1678385035988703,0.21419846011362087,0.2020885811236269,2.0,0.3871451406549803,297968.1167422764,21135.379999999994,276832.7367422764,330338.5026145976,628306.619356874,3.0,304.0,24513.0,84.0,81.0,-1.0,282.0,168.0,1.0,0.0,1.0,1.0,71.0,62.0,63.0,0.14200363808658548,0.24927209659952618,0.15072230298048392,141,71,264,62,95,63
drip_pricing_only,9,0.432,0.1668591568708087,0.21861844291146368,0.20464740379250368,2.0,0.38906154752630095,284406.22289031994,21837.340000000015,262568.8828903199,322634.40139455855,607040.6242848785,3.0,284.0,25832.0,95.0,80.0,-1.0,265.0,178.0,1.0,0.0,1.0,1.0,104.0,53.0,59.0,0.13926005190384286,0.26055734215239146,0.13038980121841534,170,104,241,53,89,59
drip_pricing_only,10,0.494,0.1689402602535276,0.22798177521169066,0.2127187951849003,2.0,0.3912585346428672,278854.2582427924,21330.899999999994,257523.3582427924,347148.95830051176,626003.2165433042,4.0,253.0,25211.0,72.0,76.0,288.0,235.0,147.0,1.0,1.0,1.0,1.0,104.0,68.0,75.0,0.15782259302575158,0.26608451060341665,0.17194438771506318,160,104,227,68,113,75
drip_pricing_only,11,0.416,0.20863714745333337,0.2719917100240643,0.1956546309212206,2.0,0.4335398518643665,285641.1295508067,20362.21999999998,265278.90955080674,322221.43833042134,607862.567881228,3.0,292.0,23175.0,96.0,82.0,-1.0,258.0,158.0,1.0,0.0,1.0,1.0,87.0,54.0,67.0,0.20015428213233016,0.3063607896877031,0.1819232793400072,144,87,257,54,99,67
drip_pricing_only,12,0.414,0.16574183574060627,0.20047798047725063,0.2130511748130926,2.0,0.3710267740513906,289364.9364233964,22124.960000000014,267239.9764233964,331709.5700017078,621074.5064251042,4.0,293.0,26440.0,99.0,81.0,285.0,276.0,175.0,1.0,1.0,1.0,1.0,94.0,60.0,53.0,0.14397070803150536,0.23621067431174808,0.13717532460795198,171,94,242,60,87,53
drip_pricing_only,13,0.432,0.17662851899779403,0.23020831000327807,0.20348311312615597,2.0,0.3981412123475775,287310.7340083122,20575.240000000005,266735.49400831223,334216.2902661952,621527.0242745074,3.0,284.0,23690.0,77.0,81.0,-1.0,252.0,148.0,1.0,0.0,1.0,1.0,93.0,62.0,61.0,0.14741462778082037,0.272141446510957,0.14591555306037435,148,93,251,62,101,61
drip_pricing_only,14,0.424,0.18611923943306827,0.2241236494338531,0.20989035541978332,2.0,0.39025307081470123,266523.3293036609,20727.159999999996,245796.1693036609,324873.7705768716,591397.0998805325,4.0,288.0,24105.0,99.0,78.0,309.0,258.0,149.0,1.0,1.0,1.0,1.0,82.0,67.0,63.0,0.15498735784890544,0.2570629634108598,0.1855100754993194,149,82,251,67,100,63
drip_pricing_only,15,0.428,0.1660910987880149,0.19280718768215377,0.20687194156467412,2.0,0.3688119215429736,292411.6967928214,21145.920000000035,271265.77679282136,344427.39000987133,636839.0868026927,4.0,286.0,24764.0,91.0,81.0,292.0,265.0,153.0,1.0,1.0,1.0,1.0,91.0,59.0,64.0,0.12202112264644963,0.2306759074073243,0.12327200245676019,163,91,245,59,92,64
drip_pricing_only,16,0.43,0.16571385725509585,0.2071507023323288,0.2079909283246601,2.0,0.37923988436088885,297779.1867910326,21023.5,276755.6867910326,344371.0443496289,642150.2311406615,3.0,285.0,24459.0,109.0,80.0,-1.0,263.0,158.0,1.0,0.0,1.0,1.0,87.0,68.0,60.0,0.13919835486054713,0.23942364195395507,0.15826455565222855,148,87,254,68,98,60
drip_pricing_only,17,0.44,0.18131325475703053,0.23387208188755504,0.19266672299653922,2.0,0.40699794583219295,277857.8279341141,21028.77999999998,256829.04793411412,326442.3664288271,604300.1943629412,3.0,280.0,24352.0,87.0,79.0,-1.0,270.0,153.0,1.0,0.0,1.0,1.0,86.0,52.0,82.0,0.1671013353234696,0.2626486144223082,0.15698532515864538,146,86,250,52,104,82
drip_pricing_only,18,0.432,0.16851509055357236,0.21707654687730787,0.20480901585621733,2.0,0.38735168744851045,292574.53421893244,20860.159999999985,271714.37421893247,333232.12750417535,625806.6617231078,3.0,284.0,24010.0,82.0,80.0,-1.0,272.0,155.0,1.0,0.0,1.0,1.0,89.0,68.0,59.0,0.13630010838235446,0.25942814017491106,0.1376344055944663,158,89,254,68,88,59
drip_pricing_only,19,0.412,0.16997907106644233,0.20786567171535256,0.19977661852928413,2.0,0.3845333035858316,307713.9576906707,21497.500000000015,286216.4576906707,344401.45792472287,652115.4156153935,3.0,294.0,25137.0,83.0,82.0,-1.0,278.0,176.0,1.0,0.0,1.0,1.0,84.0,63.0,59.0,0.1428700108433679,0.24056688712257027,0.12477647113550308,135,84,266,63,99,59
drip_pricing_only,20,0.404,0.15868485714007302,0.19542385874514084,0.20976300612863952,2.0,0.370081102585336,301103.6341698854,22092.98000000002,279010.6541698854,350519.75397877535,651623.3881486608,4.0,298.0,26376.0,90.0,78.0,294.0,282.0,171.0,1.0,1.0,1.0,1.0,89.0,47.0,66.0,0.11247787579254481,0.22975150561302674,0.1756321898689268,161,89,240,47,99,66
drip_pricing_only,21,0.464,0.15587073973239568,0.20410370643773879,0.2220298485816214,2.0,0.36818043474225237,289181.640099812,22560.24000000001,266621.400099812,347388.5261836532,636570.1662834652,4.0,268.0,27422.0,105.0,77.0,251.0,264.0,157.0,1.0,1.0,1.0,1.0,104.0,60.0,68.0,0.12606435115355047,0.25476302671694395,0.14471843411959523,177,104,217,60,106,68
drip_pricing_only,22,0.442,0.18631665931256877,0.23693774527641911,0.2039464664450996,2.0,0.40226201566806846,290683.3405939337,21430.200000000004,269253.1405939337,340541.32145199203,631224.6620459257,3.0,279.0,25192.0,87.0,79.0,-1.0,265.0,165.0,1.0,0.0,1.0,1.0,100.0,56.0,65.0,0.152228367246531,0.28826877415497554,0.10987932479759138,162,100,240,56,98,65
drip_pricing_only,23,0.41,0.17132294231273335,0.20287232448003856,0.20468179488358887,2.0,0.37783010153778573,283112.3057983806,21454.220000000005,261658.08579838058,336340.1278747628,619452.4336731434,3.0,295.0,25218.0,67.0,80.0,-1.0,279.0,169.0,1.0,0.0,1.0,1.0,70.0,61.0,74.0,0.14077320326648188,0.23499607501147715,0.13640725903060374,135,70,257,61,108,74
drip_pricing_only,24,0.416,0.16205330529882936,0.19174746868536718,0.21896137330427876,2.0,0.3615396400441584,279167.8473892978,22441.32,256726.5273892978,331809.94263804203,610977.7900273398,4.0,292.0,27170.0,91.0,77.0,265.0,273.0,172.0,1.0,1.0,1.0,1.0,97.0,54.0,57.0,0.1329352689596892,0.2322559976933818,0.12250945701185312,173,97,231,54,96,57
drip_pricing_only,25,0.43,0.14252130710454847,0.1792275240339479,0.21099949206706306,2.0,0.3570595572832621,269428.6138174003,22254.04,247174.5738174003,307193.10849348316,576621.7223108835,4.0,285.0,26688.0,105.0,79.0,274.0,273.0,171.0,1.0,1.0,1.0,1.0,78.0,63.0,74.0,0.12928097416554943,0.20902879601529964,0.12628494365401233,143,78,243,63,114,74
drip_pricing_only,26,0.424,0.17531195240424144,0.20869022524397826,0.21175125277085194,2.0,0.37878775778060797,288402.99799480586,21644.420000000002,266758.5779948059,350844.22212805325,639247.2201228591,4.0,288.0,25700.0,109.0,78.0,288.0,267.0,161.0,1.0,1.0,1.0,1.0,79.0,62.0,71.0,0.1550337128691403,0.23833677531715258,0.1559275216153331,135,79,247,62,118,71
drip_pricing_only,27,0.402,0.17065344021625847,0.20428087097643827,0.20019955049375535,2.0,0.38138308775567686,283742.0042230665,21242.24000000001,262499.7642230665,314528.27600173117,598270.2802247977,3.0,299.0,24586.0,100.0,82.0,-1.0,286.0,173.0,1.0,0.0,1.0,1.0,79.0,62.0,60.0,0.13504728853748585,0.2249049486214175,0.21149498183183157,143,79,266,62,91,60
drip_pricing_only,28,0.43,0.13662858980335446,0.1581708559242072,0.22495220567229104,2.0,0.3337875675868329,277703.7362773677,22743.899999999994,254959.8362773677,332650.43065454485,610354.1669319125,4.0,285.0,27841.0,91.0,77.0,248.0,273.0,164.0,1.0,1.0,1.0,1.0,101.0,55.0,59.0,0.11604025417685333,0.18001421926902814,0.14757532901082684,176,101,221,55,103,59
drip_pricing_only,29,0.44,0.1719656941722847,0.21351052280881735,0.20461645425065758,2.0,0.3857806500821803,279443.1049908654,21246.399999999994,258196.7049908654,326063.3204904602,605506.4254813256,3.0,280.0,24805.0,80.0,79.0,-1.0,269.0,162.0,1.0,0.0,1.0,1.0,94.0,64.0,62.0,0.1756043902144076,0.2356399048460353,0.16179764757910609,164,94,247,64,89,62
